<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AAUC.TO,20240123,3.4,3.45,3.26,3.35,33805
AAUC.DB.U.TO,20240123,100,100,100,100,3000
AAV.TO,20240123,8.27,8.79,8.27,8.75,747638
ABX.TO,20240123,21.23,21.65,21.15,21.57,3597033
AC.TO,20240123,18.35,18.45,18.12,18.19,2485415
ACB.TO,20240123,0.57,0.58,0.55,0.55,518633
ACD.TO,20240123,4.81,4.85,4.81,4.85,400
ACO.X.TO,20240123,38.04,38.42,37.85,37.93,129867
ACO.Y.TO,20240123,39.79,39.79,39.79,39.79,100
ACQ.TO,20240123,22.25,22.91,22.25,22.3,18461
AD.DB.TO,20240123,98.79,99.48,98.79,99.48,22000
AD.DB.A.TO,20240123,97.74,97.75,97.74,97.75,6000
AD.UN.TO,20240123,16.4,16.45,16.34,16.4,40616
ADEN.TO,20240123,32.25,32.34,32,32.24,21508
ADN.TO,20240123,16.73,16.73,16.3,16.44,11877
ADW.A.TO,20240123,4.75,4.75,4.57,4.66,28440
AEG.TO,20240123,0.26,0.26,0.26,0.26,3000
AEM.TO,20240123,67.02,68.05,66.72,67.99,772462
AEZS.TO,20240123,2.59,2.59,2.56,2.56,306
AFN.TO,20240123,59.4,59.71,57.86,58.1,40175
AFN.DB.F.TO,20240123,99.48,99.5,99.4,99.5,134000
AFN.DB.G.TO,20240123,99.25,99.25,98.6,99.15,69000
AFN.DB.H.TO,20240123,99.25,100,99.2,99.5,93000
AFN.DB.I.TO,20240123,140,140,140,140,15000
AFN.DB.J.TO,20240123,103,103.25,102.27,103,220000
AGF.B.TO,20240123,8.05,8.19,8.05,8.14,118927
AGI.TO,20240123,16.37,16.7,16.21,16.66,469141
AI.TO,20240123,10.93,11.05,10.91,11.05,32147
AI.DB.C.TO,20240123,99,99.25,99,99.25,25000
AI.DB.E.TO,20240123,97,97,97,97,10000
AI.DB.G.TO,20240123,86.5,86.5,86,86,22000
AIDX.TO,20240123,0.74,0.74,0.67,0.67,201842
AIF.TO,20240123,44.39,44.39,43.51,43.86,50967
AII.TO,20240123,0.62,0.62,0.59,0.6,109500
AIM.TO,20240123,3.15,3.21,3.13,3.18,20732
AIM.PR.A.TO,20240123,15.75,15.75,15.75,15.75,300
AIM.PR.C.TO,20240123,18.77,18.77,18.5,18.5,4300
AKT.A.TO,20240123,1.43,1.47,1.42,1.45,75403
ALA.TO,20240123,27.62,28.27,27.62,28.17,607470
ALA.PR.A.TO,20240123,18.65,18.9,18.5,18.8,2500
ALA.PR.B.TO,20240123,21,21.12,21,21.11,794
ALA.PR.G.TO,20240123,22.9,22.9,22.5,22.6,746
ALA.PR.H.TO,20240123,23.5,23.5,23.5,23.5,100
ALC.TO,20240123,14.92,15.15,14.88,15.01,25920
ALC.DB.A.TO,20240123,103.3,103.75,103.3,103.58,295000
ALS.TO,20240123,18.55,18.98,18.55,18.69,59628
ALYA.TO,20240123,2.01,2.03,1.99,1.99,42231
AMC.TO,20240123,2.13,2.16,2.07,2.1,153507
AND.TO,20240123,41.31,41.31,40.17,40.5,30167
ANRG.TO,20240123,0.235,0.235,0.215,0.215,32130
AOI.TO,20240123,2.57,2.6,2.54,2.54,237912
AOT.TO,20240123,0.45,0.465,0.445,0.46,2973102
AP.UN.TO,20240123,20.55,20.64,20.25,20.42,406211
APLI.TO,20240123,0.03,0.03,0.03,0.03,14000
APR.UN.TO,20240123,10.79,10.9,10.74,10.82,12640
APS.TO,20240123,2.7,2.72,2.56,2.56,7225
AQN.TO,20240123,8,8.07,7.92,7.99,1279968
AQN.PR.A.TO,20240123,22.04,22.05,22,22,4747
AQN.PR.D.TO,20240123,22.4,22.4,22.4,22.4,100
AR.TO,20240123,0.395,0.405,0.39,0.4,1998896
ARA.TO,20240123,0.51,0.59,0.51,0.54,124942
ARB.TO,20240123,25.93,25.93,25.93,25.93,186
ARE.TO,20240123,13.93,14.04,13.82,13.9,236683
ARG.TO,20240123,1.32,1.36,1.3,1.31,107383
ARIS.TO,20240123,3.87,3.97,3.82,3.92,276688
ARIS.WT.A.TO,20240123,0.23,0.23,0.23,0.23,1500
ARIS.WT.B.TO,20240123,1.71,1.71,1.66,1.7,2200
ARKG.TO,20240123,12.84,12.9,12.84,12.9,22163
ARKK.TO,20240123,18.85,18.85,18.53,18.69,8075
ARKW.TO,20240123,22.64,22.64,22.64,22.64,417
ARR.TO,20240123,7.91,7.92,7.8,7.91,3175
ARX.TO,20240123,20.13,20.76,20.1,20.72,1816755
ASCU.TO,20240123,1.45,1.45,1.4,1.43,465789
ASM.TO,20240123,0.64,0.65,0.62,0.65,17457
