<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AAUC.TO,20240919,3.43,3.43,3.31,3.38,435376
AAV.TO,20240919,9.14,9.31,9.1,9.29,345378
AAV.DB.TO,20240919,100,100,99.5,99.5,1505000
ABX.TO,20240919,27.9,28.02,27.26,27.44,2900091
AC.TO,20240919,16.57,16.65,16.31,16.33,1729550
ACB.TO,20240919,8.13,8.22,7.73,7.8,569579
ACD.TO,20240919,4.18,4.23,4.11,4.11,800
ACO.X.TO,20240919,45.79,45.85,44.89,45.19,185207
ACQ.TO,20240919,15.27,15.65,15.16,15.53,29851
ACX.TO,20240919,5.85,5.95,5.83,5.95,26288
AD.DB.A.TO,20240919,100.05,100.25,99.5,99.5,105000
AD.UN.TO,20240919,17.4,17.62,17.4,17.59,84022
ADCO.TO,20240919,0.17,0.18,0.17,0.18,4500
ADEN.TO,20240919,40.64,42.9,40.63,42.5,55082
ADN.TO,20240919,17.45,17.58,17.45,17.54,7037
ADW.A.TO,20240919,4.1,4.2,4.1,4.13,30801
ADW.B.TO,20240919,4.86,4.86,4.86,4.86,100
AEG.TO,20240919,0.39,0.39,0.39,0.39,500
AEM.TO,20240919,112,112.5,109.01,110.94,967383
AFN.TO,20240919,54.85,55.09,53.94,54.18,24935
AFN.DB.G.TO,20240919,100,100,100,100,40000
AG.TO,20240919,8.34,8.38,8.09,8.22,793358
AGF.B.TO,20240919,8.47,8.58,8.42,8.54,56719
AGI.TO,20240919,27.99,28.18,27.21,27.51,972266
AI.TO,20240919,11.55,11.65,11.49,11.63,402332
AI.DB.D.TO,20240919,99,99,99,99,293000
AI.DB.G.TO,20240919,96.18,96.18,96.17,96.17,22000
AIDX.TO,20240919,1.48,1.5,1.43,1.46,336758
AIF.TO,20240919,54.25,54.69,53.34,54.09,73194
AII.TO,20240919,0.81,0.81,0.8,0.81,60614
AIM.TO,20240919,2.61,2.65,2.6,2.62,19152
AIM.PR.A.TO,20240919,17.01,17.01,17,17,1500
AIM.PR.C.TO,20240919,18,18,18,18,300
AKT.A.TO,20240919,1.36,1.44,1.36,1.44,26800
ALA.TO,20240919,34.89,35.06,34.13,34.25,2304209
ALA.PR.A.TO,20240919,19.01,19.01,19.01,19.01,500
ALA.PR.B.TO,20240919,22,22.39,22,22.2,1100
ALA.PR.G.TO,20240919,22.6,22.68,22.6,22.68,22700
ALC.TO,20240919,14.44,14.52,14.32,14.32,4329
ALS.TO,20240919,26.73,26.75,26.14,26.17,85122
ALYA.TO,20240919,1.82,1.82,1.76,1.77,27223
AMAX.TO,20240919,20.78,20.78,20.48,20.5,21540
AMC.TO,20240919,1.73,1.74,1.7,1.72,197702
AMHE.TO,20240919,12.76,12.84,12.69,12.77,20016
AMHE.U.TO,20240919,13.05,13.05,12.82,12.82,1001
AMM.TO,20240919,0.08,0.08,0.08,0.08,2100
AMZH.TO,20240919,12.65,12.65,12.56,12.59,5350
AMZH.U.TO,20240919,12.63,12.67,12.63,12.67,600
AND.TO,20240919,38.2,38.26,37.98,38.2,8487
ANRG.TO,20240919,0.62,0.62,0.6,0.6,14000
AOI.TO,20240919,1.85,1.85,1.79,1.85,1000369
AOT.TO,20240919,0.185,0.19,0.16,0.16,2714256
AP.UN.TO,20240919,19.39,19.5,19.1,19.32,424014
APLI.TO,20240919,0.03,0.03,0.03,0.03,44285
APR.UN.TO,20240919,12.01,12.25,12,12.25,28317
APS.TO,20240919,0.54,0.57,0.54,0.54,9542
AQN.TO,20240919,7.54,7.62,7.37,7.41,3019519
AQN.PR.A.TO,20240919,22.5,22.7,22.5,22.7,700
AQN.PR.D.TO,20240919,23.7,23.77,23.7,23.77,2055
ARA.TO,20240919,0.5,0.51,0.49,0.5,25146
ARE.TO,20240919,20.23,20.46,20.07,20.26,225050
ARG.TO,20240919,1.65,1.73,1.65,1.73,347984
ARIS.TO,20240919,6.55,6.66,6.46,6.59,874483
ARIS.WT.A.TO,20240919,0.73,0.73,0.68,0.69,23000
ARR.TO,20240919,11.78,11.8,11.78,11.79,25060
ARTI.TO,20240919,10.45,10.65,10.45,10.62,3113
ARX.TO,20240919,22.98,23.13,22.67,23.1,1994454
ASCU.TO,20240919,1.54,1.57,1.5,1.53,99722
ASM.TO,20240919,1.41,1.46,1.41,1.45,141577
ASND.TO,20240919,0.04,0.045,0.04,0.045,55000
ASTL.TO,20240919,13.84,13.84,13.5,13.54,86484
ATCU.TO,20240919,0.58,0.58,0.56,0.56,5396
ATD.TO,20240919,76.24,76.8,75.69,75.89,1395202
ATH.TO,20240919,5.41,5.43,5.3,5.31,2744041
ATRL.TO,20240919,51.79,53.53,51.77,53.02,605667
ATS.TO,20240919,37.31,39,37.31,38.6,447495
ATZ.TO,20240919,47.24,47.24,46.25,46.68,382134
AUGB.F.TO,20240919,45.49,45.51,45.49,45.5,1700
AUMN.TO,20240919,0.32,0.32,0.32,0.32,900
AVCN.TO,20240919,0.34,0.385,0.34,0.38,153000
AVL.TO,20240919,0.055,0.055,0.055,0.055,60550
AVNT.TO,20240919,1.15,1.23,1.15,1.17,2055
AW.UN.TO,20240919,34.96,35.05,34.81,34.88,35463
AX.PR.E.TO,20240919,20.49,20.5,20.4,20.4,800
AX.PR.I.TO,20240919,20.22,21.05,20.22,20.5,2648
AX.UN.TO,20240919,7.81,7.89,7.76,7.88,169939
AXIS.TO,20240919,0.015,0.015,0.01,0.01,593483
AYA.TO,20240919,15.04,15.51,15.04,15.43,352177
BABY.TO,20240919,0.035,0.035,0.03,0.03,351585
BAM.TO,20240919,63.04,64.7,63.04,64.66,953545
BANK.TO,20240919,7.9,7.9,7.8,7.85,142040
BASE.TO,20240919,25.04,25.04,24.89,24.93,3190
BB.TO,20240919,3.31,3.33,3.25,3.29,1626694
BBD.A.TO,20240919,98.81,99.67,97.39,98.17,13261
BBD.B.TO,20240919,98.3,99.88,97.26,98.25,771038
BBD.PR.B.TO,20240919,17.5,17.51,17.5,17.5,1202
BBD.PR.C.TO,20240919,21.35,21.35,21.23,21.23,2623
BBU.UN.TO,20240919,29.85,30.4,29.58,30.4,21382
BBUC.TO,20240919,31.6,32.65,31.6,32.65,19408
BCE.TO,20240919,48.51,48.7,47.6,47.73,4360339
BCE.PR.A.TO,20240919,17.3,17.3,17.22,17.22,1200
BCE.PR.B.TO,20240919,17,17.07,16.97,17.04,2921
BCE.PR.C.TO,20240919,17.6,17.6,17.52,17.52,600
BCE.PR.D.TO,20240919,16.88,16.94,16.83,16.94,4059
BCE.PR.E.TO,20240919,16.87,16.96,16.87,16.96,4206
BCE.PR.F.TO,20240919,16.6,16.81,16.6,16.81,2600
BCE.PR.G.TO,20240919,15.85,15.85,15.84,15.84,300
BCE.PR.H.TO,20240919,16.95,16.98,16.88,16.98,2100
BCE.PR.I.TO,20240919,15.58,15.58,15.57,15.57,1400
BCE.PR.J.TO,20240919,16.78,16.78,16.78,16.78,115
BCE.PR.K.TO,20240919,15.34,15.41,15.05,15.2,3384
BCE.PR.L.TO,20240919,16.21,16.21,16.21,16.21,100
BCE.PR.M.TO,20240919,16.25,16.25,16.25,16.25,800
BCE.PR.Q.TO,20240919,23.09,23.1,23.04,23.04,700
BCE.PR.R.TO,20240919,15.91,15.91,15.9,15.9,300
BCE.PR.S.TO,20240919,17,17.01,16.99,17,1500
BCE.PR.T.TO,20240919,16.77,17.3,16.77,17.3,300
BCE.PR.Y.TO,20240919,16.82,16.96,16.77,16.91,1500
BCE.PR.Z.TO,20240919,18.05,18.09,18,18.05,9300
BCT.TO,20240919,0.7,0.94,0.67,0.84,111927
BDGI.TO,20240919,38.03,38.97,37.99,38.7,114913
BDI.TO,20240919,9.94,10.05,9.85,10.01,69791
BDIV.TO,20240919,22.02,22.02,21.78,21.85,1395
BDT.TO,20240919,23.04,23.04,22.66,22.75,202056
BEI.UN.TO,20240919,90.1,90.1,87.97,88.21,208482
BEK.B.TO,20240919,13.25,13.25,13.25,13.25,300
BEP.PR.G.TO,20240919,24.22,24.28,24.22,24.28,58300
BEP.PR.M.TO,20240919,22.24,22.24,22.24,22.24,1000
BEP.PR.R.TO,20240919,20.85,21.1,20.85,21.1,3800
BEP.UN.TO,20240919,36.02,36.02,35.3,35.78,234433
BEPC.TO,20240919,41.6,41.6,40.58,40.89,193519
BEPR.TO,20240919,9.36,9.36,9.34,9.34,1976
BEPR.U.TO,20240919,9.72,9.72,9.71,9.71,500
BESG.TO,20240919,16.29,16.3,16.29,16.3,2500
BFIN.TO,20240919,22.74,22.74,22.74,22.74,100
BGC.TO,20240919,34.84,34.84,34.84,34.84,140
BGI.UN.TO,20240919,4.99,5,4.95,4.99,22464
BGU.U.TO,20240919,34.8,34.8,34.8,34.8,124
BHC.TO,20240919,11.11,11.32,10.61,11.11,792454
BIK.PR.A.TO,20240919,26.2,26.2,25.8,25.85,1100
BIP.PR.E.TO,20240919,23.55,23.7,23.55,23.7,5000
BIP.PR.F.TO,20240919,22.9,23,22.9,23,4200
BIP.UN.TO,20240919,44.98,45.73,44.55,45.44,512271
BIPC.TO,20240919,57.4,57.57,56.45,57.41,210493
BIR.TO,20240919,5.6,5.67,5.57,5.6,573679
BITF.TO,20240919,2.82,2.86,2.74,2.77,3478828
BITI.TO,20240919,4.71,4.77,4.67,4.73,435850
BITI.U.TO,20240919,3.48,3.49,3.45,3.45,15500
BK.TO,20240919,11.34,11.34,11.25,11.3,68389
BK.PR.A.TO,20240919,10.39,10.39,10.36,10.37,59152
BKCC.TO,20240919,14.79,14.79,14.59,14.62,25751
BKCL.TO,20240919,19.69,19.69,19.51,19.62,36802
BKI.TO,20240919,0.04,0.045,0.04,0.045,38889
BLCO.TO,20240919,27.46,27.93,26.61,27.11,8299
BLDP.TO,20240919,2.42,2.45,2.36,2.4,657829
BLN.TO,20240919,5.53,5.83,5.46,5.81,496004
BLX.TO,20240919,35.32,35.33,34.65,34.96,189025
BMAX.TO,20240919,14.07,14.07,13.92,14,14019
BMO.TO,20240919,119.84,120.8,119.11,120.41,3903858
BMO.PR.E.TO,20240919,26,26.05,25.94,25.94,7300
BMO.PR.W.TO,20240919,24.7,24.71,24.65,24.65,8400
BMO.PR.Y.TO,20240919,24.08,24.08,24.08,24.08,500
