<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AAB.TO,20230516,0.04,0.04,0.035,0.035,3000
AAV.TO,20230516,7.35,7.46,7.31,7.33,295590
ABX.TO,20230516,25.85,25.89,25.15,25.31,2973966
AC.TO,20230516,21,21.62,20.82,21.6,4224132
ACAA.TO,20230516,19.98,19.98,19.98,19.98,0
ACB.TO,20230516,0.79,0.8,0.75,0.76,391287
ACB.WS.U.TO,20230516,0.075,0.075,0.075,0.075,0
ACD.TO,20230516,6.39,6.39,6.3,6.39,801
ACD.DB.TO,20230516,99.5,99.5,98.6,98.6,3000
ACO.X.TO,20230516,44.98,44.99,44.25,44.3,97096
ACO.Y.TO,20230516,44.48,44.48,44.48,44.48,181
ACQ.TO,20230516,15.68,15.68,15.14,15.6,235181
AD.DB.TO,20230516,98.51,98.51,98.51,98.51,11000
AD.DB.A.TO,20230516,95,95,94.5,95,26000
AD.UN.TO,20230516,15.92,15.99,15.51,15.62,159070
ADCO.TO,20230516,0.235,0.235,0.235,0.235,13500
ADEN.TO,20230516,28.5,28.5,27.48,28.23,60176
ADN.TO,20230516,16.9,16.9,16.78,16.78,2060
ADW.A.TO,20230516,4.22,4.34,4.18,4.34,6693
ADW.B.TO,20230516,5.99,5.99,5.99,5.99,100
AEG.TO,20230516,0.395,0.48,0.395,0.47,31507
AEM.TO,20230516,76.78,77.25,74.9,75.31,1215430
AEZS.TO,20230516,4.05,4.05,3.73,3.73,1600
AFN.TO,20230516,52.91,52.91,51.63,51.89,106253
AFN.DB.F.TO,20230516,98.71,99.3,98.71,98.71,68000
AFN.DB.G.TO,20230516,98.9,98.9,98.9,98.9,0
AFN.DB.H.TO,20230516,97.99,98,97.99,98,19000
AFN.DB.I.TO,20230516,131.19,131.19,131.19,131.19,0
AFN.DB.J.TO,20230516,99.2,99.2,99.2,99.2,15000
AGF.B.TO,20230516,7.09,7.1,6.97,7.02,54077
AGI.TO,20230516,18.17,18.17,17.39,17.65,781635
AI.TO,20230516,11.7,11.7,11.58,11.61,24026
AI.DB.C.TO,20230516,98.02,98.02,98.02,98.02,0
AI.DB.D.TO,20230516,96.75,96.75,96.75,96.75,10000
AI.DB.E.TO,20230516,98.4,98.4,98.4,98.4,1000
AI.DB.F.TO,20230516,89,89,89,89,0
AI.DB.G.TO,20230516,86,86,86,86,0
AIF.TO,20230516,40.46,40.79,40.2,40.57,54551
AII.TO,20230516,0.62,0.62,0.61,0.61,1501
AIM.TO,20230516,3.45,3.46,3.35,3.44,57529
AIM.PR.A.TO,20230516,18.75,18.76,18.65,18.65,403
AIM.PR.C.TO,20230516,20.75,20.75,20.75,20.75,100
AKT.A.TO,20230516,1.32,1.32,1.32,1.32,11095
ALA.TO,20230516,23.63,23.63,23.11,23.3,727912
ALA.PR.A.TO,20230516,14.66,14.66,14.53,14.61,3100
ALA.PR.B.TO,20230516,16.75,16.79,16.69,16.69,2000
ALA.PR.G.TO,20230516,17.05,17.08,16.97,17.08,4100
ALA.PR.H.TO,20230516,18.9,18.96,18.85,18.95,1700
ALC.TO,20230516,15.5,15.5,15.27,15.38,8429
ALC.DB.A.TO,20230516,104.07,104.07,104.07,104.07,0
ALS.TO,20230516,21.45,21.87,21.4,21.62,54496
ALYA.TO,20230516,2.57,2.57,2.51,2.52,7634
AMC.TO,20230516,4.01,4.06,3.91,3.93,369636
AMM.TO,20230516,0.15,0.15,0.15,0.15,505
AND.TO,20230516,47.76,48.36,47.74,48.07,9825
AOI.TO,20230516,2.68,2.68,2.55,2.55,521612
AOT.TO,20230516,0.64,0.64,0.59,0.6,589416
AP.UN.TO,20230516,22.81,22.81,22.19,22.35,653379
APLI.TO,20230516,0.04,0.04,0.04,0.04,4004
APR.UN.TO,20230516,11.61,11.61,11.15,11.25,15519
APS.TO,20230516,0.65,0.67,0.65,0.65,6718
AQN.TO,20230516,11.49,11.5,11.34,11.42,1723915
AQN.PR.A.TO,20230516,19.3,19.3,19.3,19.3,0
AQN.PR.D.TO,20230516,19.35,19.35,19.35,19.35,1900
AR.TO,20230516,0.65,0.66,0.63,0.65,3918308
ARA.TO,20230516,0.455,0.455,0.455,0.455,1725
ARB.TO,20230516,25.44,25.44,25.44,25.44,339
ARE.TO,20230516,12.91,12.91,12.52,12.78,111878
ARG.TO,20230516,1.54,1.56,1.53,1.54,222570
ARIS.TO,20230516,3.41,3.45,3.26,3.31,340775
ARIS.WT.A.TO,20230516,0.3,0.3,0.3,0.3,0
ARKG.TO,20230516,12.89,12.89,12.83,12.83,900
ARKK.TO,20230516,14.84,14.85,14.81,14.85,3619
ARKW.TO,20230516,16.44,16.44,16.44,16.44,0
ARR.TO,20230516,8.52,8.52,8.36,8.52,5700
ARX.TO,20230516,17.15,17.54,16.95,16.98,1475216
ASCU.TO,20230516,1.8,1.8,1.75,1.77,236300
ASM.TO,20230516,0.94,0.96,0.92,0.92,85689
ASND.TO,20230516,0.205,0.205,0.205,0.205,35000
ASTL.TO,20230516,9.79,10.06,9.67,9.92,95429
ASTL.WT.TO,20230516,2.11,2.11,2.11,2.11,0
ATD.TO,20230516,66.17,66.76,65.1,66.01,907604
ATH.TO,20230516,2.81,2.85,2.79,2.8,3126278
ATS.TO,20230516,56.08,57.88,55.38,57.73,208557
ATSX.TO,20230516,22.71,22.71,22.71,22.71,0
ATZ.TO,20230516,35.96,36.86,35.87,36.69,335536
