<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AAB.TO,20230914,0.025,0.025,0.025,0.025,1563200
AAUC.TO,20230914,5.5,5.5,5.25,5.45,23777
AAV.TO,20230914,9.55,9.78,9.55,9.76,316956
ABX.TO,20230914,21.9,22.2,21.89,22.06,3396543
AC.TO,20230914,20.75,20.96,20.29,20.41,3170302
ACB.TO,20230914,1.04,1.23,1.04,1.14,9538196
ACD.TO,20230914,5.86,5.86,5.86,5.86,100
ACO.X.TO,20230914,36.8,36.94,36.61,36.84,281786
ACO.Y.TO,20230914,36.8,36.85,36.8,36.85,1300
ACQ.TO,20230914,25.56,25.92,25.29,25.74,15594
AD.DB.TO,20230914,97.5,97.5,97.28,97.28,39000
AD.DB.A.TO,20230914,93.15,93.15,93,93,56000
AD.UN.TO,20230914,15.09,15.38,15.09,15.38,26770
ADEN.TO,20230914,32.89,33.75,32.76,33.47,28833
ADN.TO,20230914,18.23,18.23,17.77,17.9,10032
ADW.A.TO,20230914,4.12,4.22,4.12,4.13,6769
AEG.TO,20230914,0.335,0.335,0.315,0.32,21300
AEM.TO,20230914,64.3,65.43,64.1,65.01,1555352
AEZS.TO,20230914,3.42,3.49,3.42,3.47,325
AFN.TO,20230914,56.41,56.85,56.41,56.67,25301
AFN.DB.F.TO,20230914,98.75,98.75,98.5,98.5,12000
AFN.DB.J.TO,20230914,103.1,103.1,103,103,92000
AGF.B.TO,20230914,7.43,7.59,7.43,7.56,19687
AGI.TO,20230914,16.25,16.57,16.25,16.33,759787
AI.TO,20230914,11,11.16,11,11.13,17022
AI.DB.F.TO,20230914,85,85,85,85,1000
AIF.TO,20230914,52.33,53.64,52.24,53.18,53450
AII.TO,20230914,0.445,0.51,0.445,0.465,124343
AIM.TO,20230914,3.06,3.06,2.95,2.99,30229
AIM.PR.A.TO,20230914,16.25,16.25,15.65,15.65,500
AIM.PR.C.TO,20230914,19.1,19.1,19.04,19.04,600
AKT.A.TO,20230914,1.89,1.9,1.87,1.9,165459
ALA.TO,20230914,26.49,26.75,26.49,26.74,643750
ALA.PR.A.TO,20230914,14.6,14.65,14.6,14.63,600
ALA.PR.B.TO,20230914,17.6,17.6,17.46,17.46,250
ALA.PR.G.TO,20230914,17.06,17.06,16.91,16.91,21099
ALC.TO,20230914,15.09,15.1,15.05,15.05,4000
ALS.TO,20230914,20.96,21.75,20.96,21.53,47579
ALYA.TO,20230914,2.52,2.58,2.51,2.58,13673
AMC.TO,20230914,2.71,2.71,2.58,2.58,110346
AMM.TO,20230914,0.195,0.195,0.195,0.195,10000
