AAPLu;30/01/23;144,955;145,53;142,85;143,00;59365512
ABNBu;30/01/23;114,13;115,08;109,275;109,48;5469927
ADBEu;30/01/23;365,90;368,70;362,83;363,42;2663200
ADIu;30/01/23;169,10;171,07;168,34;168,93;2791710
ADPu;30/01/23;220,05;223,30;218,49;222,35;3593955
ADSKu;30/01/23;207,07;210,60;206,80;209,12;1122000
AEPu;30/01/23;92,93;93,97;92,68;92,87;2830300
AMATu;30/01/23;110,69;110,97;107,965;108,20;7351733
AMDu;30/01/23;74,23;74,64;72,40;72,45;47436568
AMGNu;30/01/23;253,458;254,16;250,60;251,59;2040953
AMZNu;30/01/23;101,09;101,74;99,01;100,55;70691856
ANSSu;30/01/23;262,19;265,622;261,01;261,56;331824
ASMLu;30/01/23;650,00;658,24;647,62;650,31;1206500
AVGOu;30/01/23;583,00;589,465;579,76;581,45;1665968
BIIBu;30/01/23;287,44;290,08;284,38;285,94;619000
BKNGu;30/01/23;2433,95;2456,30;2413,87;2436,98;310221
BKRu;30/01/23;30,99;31,33;30,77;31,02;4552400
CDNSu;30/01/23;183,61;183,72;180,615;180,74;1156809
CDWu;30/01/23;192,43;194,92;192,40;194,03;709028
CHTRu;30/01/23;392,02;395,73;387,845;390,94;1364549
CMCSAu;30/01/23;39,11;39,515;38,95;39,24;17697456
COSTu;30/01/23;500,37;505,60;500,37;503,28;1686216
CPRTu;30/01/23;66,64;67,19;66,22;66,29;1413000
CSCOu;30/01/23;48,14;48,50;48,12;48,22;19259500
CSXu;30/01/23;29,89;30,395;29,71;29,88;13632729
CTASu;30/01/23;109,22;110,2875;108,70;109,01;1275708
CTSHu;30/01/23;65,04;65,90;64,95;65,27;7493030
DLTRu;30/01/23;150,37;150,89;148,58;148,85;2158200
DXCMu;30/01/23;106,12;106,93;105,08;105,49;1687666
EAu;30/01/23;128,92;129,47;128,11;128,99;2446900
EXCu;30/01/23;41,58;42,28;41,49;41,75;3836300
FANGu;30/01/23;148,69;148,74;145,21;145,34;2423379
FASTu;30/01/23;49,85;50,36;49,33;49,43;2788626
FTNTu;30/01/23;52,34;52,385;50,92;51,05;5248754
GILDu;30/01/23;83,52;83,83;82,35;83,35;6631884
GOOGu;30/01/23;98,745;99,4088;97,52;97,95;24365142
GOOGLu;30/01/23;97,48;98,29;96,395;96,94;27226198
HONu;30/01/23;206,53;209,39;205,61;205,78;2545700
IDXXu;30/01/23;483,88;489,02;480,93;482,95;414100
ILMNu;30/01/23;211,56;214,45;209,13;210,10;775400
INTCu;30/01/23;27,715;28,51;27,67;27,95;55145772
INTUu;30/01/23;416,14;420,53;412,24;416,45;1543400
ISRGu;30/01/23;245,00;246,81;241,98;242,23;1642700
KHCu;30/01/23;39,78;40,59;39,77;40,37;6226299
KLACu;30/01/23;395,28;396,63;387,12;387,68;1445902
LINu;30/01/23;324,40;328,54;324,18;325,03;2163800
LRCXu;30/01/23;47,636;48,3785;47,341;47,863;15169840
LULUu;30/01/23;308,98;310,96;302,41;302,59;1584700
MARu;30/01/23;172,36;173,52;171,03;171,20;2041967
MCHPu;30/01/23;76,81;77,41;75,49;75,68;4574100
MDBu;30/01/23;220,63;221,995;209,69;210,41;1234576
MDLZu;30/01/23;64,79;65,44;64,41;64,84;7918600
MELIu;30/01/23;1190,62;1210,25;1160,61;1161,80;738600
METAu;30/01/23;149,405;151,11;146,95;147,06;26978088
MNSTu;30/01/23;101,97;103,20;101,96;102,37;1538935
MRNAu;30/01/23;187,23;187,59;180,64;180,87;3180400
MRVLu;30/01/23;43,48;43,55;41,96;41,99;10070700
MSFTu;30/01/23;244,51;245,60;242,20;242,71;25845300
MUu;30/01/23;62,76;63,2775;61,69;61,71;16168978
NFLXu;30/01/23;358,44;360,83;352,855;353,11;5127593
NVDAu;30/01/23;19,95;20,14;19,15;19,162;487934000
NXPIu;30/01/23;179,34;182,74;178,84;179,48;3919900
ODFLu;30/01/23;324,01;329,73;321,06;321,88;823900
ONu;30/01/23;72,72;73,23;70,86;71,02;4783374
ORLYu;30/01/23;777,00;797,40;776,945;789,63;472548
PANWu;30/01/23;158,27;159,15;157,19;157,63;3061200
PAYXu;30/01/23;112,76;115,52;112,63;114,69;2798233
PCARu;30/01/23;110,39;111,06;108,60;108,78;2517062
PEPu;30/01/23;169,78;171,455;169,14;169,48;5191459
PYPLu;30/01/23;80,87;81,36;79,535;79,64;10293900
QCOMu;30/01/23;131,05;132,40;130,15;131,63;9043198
REGNu;30/01/23;749,00;749,00;732,50;736,46;499500
ROPu;30/01/23;433,16;433,55;422,76;423,48;808800
