AAPLu;28/02/23;147,05;149,075;146,87;147,41;50145936
ABNBu;28/02/23;125,11;126,33;123,03;123,28;7317099
ADBEu;28/02/23;323,37;325,73;320,97;323,95;2713800
ADIu;28/02/23;183,00;185,53;182,54;183,47;2402460
ADPu;28/02/23;220,91;222,265;219,40;219,82;1609065
ADSKu;28/02/23;195,11;201,67;195,11;198,69;1896000
AEPu;28/02/23;89,48;90,32;87,76;87,97;3593800
AMATu;28/02/23;116,14;118,065;114,85;116,15;13010878
AMDu;28/02/23;77,872;80,14;77,42;78,58;44220136
AMGNu;28/02/23;233,63;234,47;231,60;231,66;2615601
AMZNu;28/02/23;93,14;94,69;92,92;94,23;43901300
ANSSu;28/02/23;294,70;307,26;294,70;303,61;969243
ASMLu;28/02/23;612,45;625,25;610,14;617,73;1381000
AVGOu;28/02/23;585,56;598,5756;582,21;594,29;2782194
BIIBu;28/02/23;267,76;270,49;266,77;269,86;1083500
BKNGu;28/02/23;2511,84;2547,74;2501,15;2524,00;339981
BKRu;28/02/23;31,33;31,41;30,58;30,60;5278900
CDNSu;28/02/23;193,26;195,23;192,74;192,94;1715100
CDWu;28/02/23;202,33;204,29;202,06;202,42;819114
CHTRu;28/02/23;372,79;377,79;362,525;367,61;1906115
CMCSAu;28/02/23;37,015;37,40;36,825;37,17;24474368
COSTu;28/02/23;485,60;488,88;483,78;484,18;1918221
CPRTu;28/02/23;69,91;71,38;69,91;70,46;2489300
CSCOu;28/02/23;48,81;48,93;48,38;48,42;16621200
CSXu;28/02/23;30,755;30,995;30,44;30,49;11396449
CTASu;28/02/23;108,7725;110,2087;108,61;109,6175;1787460
CTSHu;28/02/23;63,29;63,43;62,48;62,63;3942300
DLTRu;28/02/23;143,70;146,53;143,04;145,28;3193700
DXCMu;28/02/23;111,694;112,52;109,88;111,01;1714560
EAu;28/02/23;110,68;111,24;110,47;110,94;2900400
EXCu;28/02/23;41,27;41,38;40,34;40,39;22622100
FANGu;28/02/23;146,41;146,59;140,52;140,58;2517116
FASTu;28/02/23;51,54;52,125;51,43;51,56;3574450
FTNTu;28/02/23;59,63;60,09;59,09;59,44;3962266
GILDu;28/02/23;80,81;80,89;79,92;80,53;5808885
GOOGu;28/02/23;89,54;91,45;89,52;90,30;30546912
GOOGLu;28/02/23;89,33;91,23;89,32;90,06;30142040
HONu;28/02/23;191,51;192,27;189,63;191,48;3110131
IDXXu;28/02/23;465,28;477,13;465,28;473,24;365700
ILMNu;28/02/23;196,76;201,00;195,16;199,20;940700
INTCu;28/02/23;24,94;25,12;24,73;24,93;50255300
INTUu;28/02/23;410,00;413,08;405,37;407,18;2218800
ISRGu;28/02/23;230,74;231,74;228,74;229,39;1366600
KHCu;28/02/23;39,69;39,69;38,87;38,94;8952600
KLACu;28/02/23;378,21;384,405;375,85;379,38;1189925
LINu;28/02/23;344,47;351,15;344,20;348,37;3272400
LRCXu;28/02/23;48,256;49,3461;47,922;48,601;10893580
LULUu;28/02/23;308,68;312,98;308,38;309,20;1032200
MARu;28/02/23;169,56;171,04;168,87;169,24;2561136
MCHPu;28/02/23;80,45;82,09;80,26;81,03;3718300
MDBu;28/02/23;206,91;210,2825;206,20;209,52;1124906
MDLZu;28/02/23;65,44;65,63;65,00;65,18;5587100
MELIu;28/02/23;1191,99;1223,05;1186,18;1220,00;568300
METAu;28/02/23;171,90;177,55;171,87;174,94;46048656
MNSTu;28/02/23;101,91;102,69;101,66;101,76;2944704
