<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AEDAUD,20241106,0.4112,0.4153,0.4112,0.415,0
AEDCAD,20241106,0.3779,0.3789,0.3779,0.3789,0
AEDCHF,20241106,0.2349,0.2387,0.2349,0.2386,0
AEDDKK,20241106,1.8593,1.8961,1.8593,1.892,0
AEDEUR,20241106,0.2493,0.2543,0.2493,0.2537,0
AEDGBP,20241106,0.2097,0.2118,0.2097,0.2118,0
AEDINR,20241106,22.898,22.962,22.898,22.958,0
AEDJPY,20241106,41.44,42.015,41.44,42.015,0
AEDNOK,20241106,2.9835,3.0278,2.9834,3.0172,0
AEDNZD,20241106,0.4538,0.4584,0.4538,0.4582,0
AEDPKR,20241106,75.647,75.661,75.647,75.661,0
AEDSAR,20241106,1.0227,1.0231,1.0226,1.0228,0
AEDSEK,20241106,2.915,2.9667,2.915,2.9557,0
AEDUSD,20241106,0.2722,0.2723,0.2722,0.2723,0
AEDZAR,20241106,4.739,4.851,4.739,4.8052,0
ALLGBP,20241106,0.0086,0.0086,0.0085,0.0085,0
ARSAUD,20241106,0.0015,0.0016,0.0015,0.0015,0
ARSBRL,20241106,0.0058,0.0062,0.0057,0.0057,0
ARSCAD,20241106,0.0014,0.0014,0.0014,0.0014,0
ARSCHF,20241106,0.0009,0.0009,0.0009,0.0009,0
ARSEUR,20241106,0.0009,0.0009,0.0009,0.0009,0
ARSGBP,20241106,0.0008,0.0008,0.0008,0.0008,0
ARSHKD,20241106,0.0078,0.0078,0.0078,0.0078,0
ARSJPY,20241106,0.153,0.156,0.153,0.156,0
ARSMXN,20241106,0.0203,0.021,0.0202,0.0203,0
ARSSGD,20241106,0.0013,0.0014,0.0013,0.0013,0
ARSUSD,20241106,0.001,0.001,0.001,0.001,0
ARSZAR,20241106,0.0175,0.018,0.0175,0.0178,0
AUDAED,20241106,2.44,2.44,2.4,2.41,0
AUDARS,20241106,658.5067,658.5067,648.8917,652.0906,0
AUDBRL,20241106,3.8088,4.0656,3.7305,3.7305,0
AUDCAD,20241106,0.9186,0.9188,0.9073,0.9162,0
AUDCHF,20241106,0.5726,0.5771,0.5688,0.5755,0
AUDCNH,20241106,4.7086,4.7408,4.6731,4.7311,0
AUDCNY,20241106,4.7152,4.7288,4.6674,4.7131,0
AUDCZK,20241106,15.378,15.575,15.378,15.51,0
AUDDKK,20241106,4.5292,4.582,4.5209,4.568,0
AUDEUR,20241106,0.6073,0.6145,0.6062,0.6125,0
AUDFJD,20241106,1.4871,1.4916,1.4764,1.4893,0
AUDGBP,20241106,0.5092,0.5112,0.5056,0.5099,0
AUDHKD,20241106,5.1596,5.1596,5.0658,5.1075,0
AUDHUF,20241106,248.25,252.38,248.25,250.69,0
AUDIDR,20241106,10430.6,10455.7,10329,10388.3,0
AUDILS,20241106,2.4869,2.4872,2.4437,2.455,0
AUDINR,20241106,55.847,55.847,54.871,55.35,0
AUDJPY,20241106,100.556,101.81,100.275,101.499,0
AUDKRW,20241106,915.35,921.66,912.46,920.26,0
AUDMXN,20241106,13.3844,13.6702,13.1786,13.2085,0
AUDMYR,20241106,3.0065,3.0065,2.8579,2.8579,0
AUDNOK,20241106,7.2694,7.3128,7.2508,7.2723,0
AUDNZD,20241106,1.1037,1.107,1.1003,1.1065,0
AUDPHP,20241106,38.749,39.404,38.323,38.714,0
AUDPKR,20241106,184.416,184.416,182.401,182.419,0
AUDPLN,20241106,2.6453,2.6766,2.6453,2.666,0
AUDSEK,20241106,7.1075,7.1618,7.0876,7.1327,0
AUDSGD,20241106,0.8722,0.8781,0.8695,0.8751,0
AUDTHB,20241106,22.277,22.608,22.174,22.566,0
AUDTRY,20241106,22.7695,22.7695,22.3475,22.4806,0
AUDTWD,20241106,21.137,21.288,20.916,21.226,0
AUDUSD,20241106,0.6641,0.6641,0.6513,0.6568,0
AUDZAR,20241106,11.5579,11.6618,11.5428,11.5869,0
AWGUSD,20241106,0.5556,0.5567,0.5556,0.5567,0
BDTGBP,20241106,0.0064,0.0065,0.0064,0.0065,0
BDTJPY,20241106,1.2732,1.2907,1.2732,1.2907,0
BGNCNY,20241106,3.9679,3.9679,3.9274,3.9376,0
BGNDKK,20241106,3.8134,3.8134,3.8126,3.8128,0
BGNUSD,20241106,0.5576,0.5576,0.548,0.5481,0
BHDEUR,20241106,2.431,2.4774,2.4309,2.4738,0
BHDPKR,20241106,736.99,737.19,736.99,737.19,0
BHDUSD,20241106,2.6535,2.6539,2.6534,2.6537,0
BNDGBP,20241106,0.5851,0.5851,0.5823,0.5823,0
BRLARS,20241106,172.9444,175.0607,160.2765,174.8523,0
BRLAUD,20241106,0.2624,0.2683,0.2456,0.2682,0
BRLCAD,20241106,0.241,0.2456,0.2251,0.2455,0
BRLCHF,20241106,0.1503,0.1545,0.1413,0.1544,0
BRLEUR,20241106,0.1594,0.1642,0.1507,0.1641,0
BRLHKD,20241106,1.3542,1.3705,1.2567,1.3694,0
BRLJPY,20241106,26.392,27.258,24.869,27.221,0
BRLKRW,20241106,239.308,243.248,232.807,243.248,0
