<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AEDAUD,20241121,0.4188,0.4188,0.4185,0.4185,0
AEDCAD,20241121,0.3809,0.3809,0.3807,0.3807,0
AEDCHF,20241121,0.2409,0.2409,0.2408,0.2408,0
AEDDKK,20241121,1.9265,1.9269,1.9252,1.9269,0
AEDEUR,20241121,0.2583,0.2583,0.2581,0.2583,0
AEDGBP,20241121,0.215,0.2152,0.215,0.2152,0
AEDINR,20241121,22.971,22.983,22.971,22.983,0
AEDJPY,20241121,42.386,42.386,42.342,42.342,0
AEDNOK,20241121,3.0117,3.0119,3.0094,3.0096,0
AEDNZD,20241121,0.4632,0.4635,0.4632,0.4635,0
AEDPKR,20241121,75.721,75.721,75.721,75.721,0
AEDSAR,20241121,1.0222,1.0222,1.0221,1.0222,0
AEDSEK,20241121,3.0021,3.0021,2.9999,3.0001,0
AEDUSD,20241121,0.2723,0.2723,0.2723,0.2723,0
AEDZAR,20241121,4.9311,4.9497,4.9293,4.9431,0
ALLGBP,20241121,0.0085,0.0085,0.0085,0.0085,0
ARSAUD,20241121,0.0015,0.0015,0.0015,0.0015,0
ARSBRL,20241121,0.0058,0.0058,0.0058,0.0058,0
ARSCAD,20241121,0.0014,0.0014,0.0014,0.0014,0
ARSCHF,20241121,0.0009,0.0009,0.0009,0.0009,0
ARSEUR,20241121,0.0009,0.0009,0.0009,0.0009,0
ARSGBP,20241121,0.0008,0.0008,0.0008,0.0008,0
ARSHKD,20241121,0.0078,0.0078,0.0078,0.0078,0
ARSJPY,20241121,0.155,0.155,0.154,0.154,0
ARSMXN,20241121,0.0202,0.0203,0.0202,0.0203,0
ARSSGD,20241121,0.0013,0.0013,0.0013,0.0013,0
ARSUSD,20241121,0.001,0.001,0.001,0.001,0
ARSZAR,20241121,0.0181,0.0181,0.0181,0.0181,0
AUDAED,20241121,2.39,2.39,2.39,2.39,0
AUDARS,20241121,652.8007,653.7249,652.7053,653.4539,0
AUDBRL,20241121,3.7581,3.7745,3.7581,3.7728,0
AUDCAD,20241121,0.9097,0.9112,0.9092,0.9093,0
AUDCHF,20241121,0.5755,0.576,0.5746,0.5749,0
AUDCNH,20241121,4.7206,4.7271,4.7148,4.7159,0
AUDCNY,20241121,4.7171,4.7226,4.714,4.714,0
AUDCZK,20241121,15.621,15.692,15.612,15.68,0
AUDDKK,20241121,4.6063,4.6182,4.6044,4.6147,0
AUDEUR,20241121,0.6175,0.6192,0.6173,0.6187,0
AUDFJD,20241121,1.4955,1.4955,1.4783,1.4792,0
AUDGBP,20241121,0.5146,0.5161,0.5144,0.5153,0
AUDHKD,20241121,5.0683,5.0772,5.0646,5.0646,0
AUDHUF,20241121,253.07,254.68,252.94,254.49,0
AUDIDR,20241121,10377.6,10403.6,10358.4,10369.1,0
AUDILS,20241121,2.4332,2.439,2.4292,2.4292,0
AUDINR,20241121,54.9,55.087,54.9,54.993,0
AUDJPY,20241121,101.061,101.061,100.305,100.305,0
AUDKRW,20241121,910.68,911.75,909.78,911.75,0
AUDMXN,20241121,13.2075,13.2562,13.2053,13.2507,0
AUDMYR,20241121,2.9061,2.9143,2.9061,2.9095,0
AUDNOK,20241121,7.2055,7.2124,7.1865,7.1989,0
AUDNZD,20241121,1.1074,1.1113,1.1072,1.1102,0
AUDPHP,20241121,38.458,38.485,38.382,38.413,0
AUDPKR,20241121,180.598,180.598,180.598,180.598,0
AUDPLN,20241121,2.6775,2.6943,2.6764,2.6921,0
AUDSEK,20241121,7.1812,7.1849,7.1684,7.1766,0
AUDSGD,20241121,0.8742,0.8755,0.8738,0.8743,0
AUDTHB,20241121,22.554,22.618,22.525,22.55,0
AUDTRY,20241121,22.4599,22.5134,22.4495,22.4706,0
AUDTWD,20241121,21.154,21.26,21.145,21.197,0
AUDUSD,20241121,0.6512,0.6524,0.6507,0.6507,0
AUDZAR,20241121,11.7993,11.8478,11.7879,11.8153,0
AWGUSD,20241121,0.5552,0.5552,0.5552,0.5552,0
BDTGBP,20241121,0.0066,0.0066,0.0066,0.0066,0
BGNCNY,20241121,3.906,3.907,3.8955,3.8955,0
BGNDKK,20241121,3.8139,3.814,3.8138,3.8138,0
BGNUSD,20241121,0.5394,0.5394,0.5393,0.5393,0
BHDEUR,20241121,2.5165,2.517,2.5156,2.517,0
BHDPKR,20241121,737.77,737.77,737.77,737.77,0
BHDUSD,20241121,2.6532,2.6533,2.6531,2.6533,0
BNDGBP,20241121,0.5879,0.5879,0.5879,0.5879,0
BRLARS,20241121,173.6878,173.7338,172.886,172.886,0
BRLAUD,20241121,0.266,0.2662,0.2646,0.2654,0
BRLCAD,20241121,0.242,0.242,0.2411,0.2411,0
BRLCHF,20241121,0.1531,0.1531,0.1523,0.1526,0
BRLEUR,20241121,0.1643,0.1643,0.1639,0.164,0
BRLHKD,20241121,1.3481,1.3482,1.3432,1.3432,0
BRLJPY,20241121,26.888,26.888,26.583,26.583,0
BRLKRW,20241121,242.424,242.424,242.034,242.034,0
BRLMXN,20241121,3.5143,3.5173,3.5011,3.5159,0
BRLRUB,20241121,17.424,17.429,17.387,17.429,0
BRLSEK,20241121,1.9101,1.9101,1.9006,1.902,0
BRLSGD,20241121,0.2326,0.2326,0.2318,0.2318,0
BRLUSD,20241121,0.1732,0.1733,0.1725,0.1725,0
