<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AEDAUD,20241115,0.4208,0.4215,0.4204,0.4213,0
AEDCAD,20241115,0.3815,0.3829,0.3815,0.3829,0
AEDCHF,20241115,0.2422,0.2422,0.2415,0.2419,0
AEDDKK,20241115,1.9255,1.9266,1.9204,1.9266,0
AEDEUR,20241115,0.2582,0.2583,0.2575,0.2583,0
AEDGBP,20241115,0.2149,0.2153,0.2145,0.2153,0
AEDINR,20241115,22.991,22.993,22.985,22.99,0
AEDJPY,20241115,42.462,42.476,42.274,42.291,0
AEDNOK,20241115,3.0354,3.0354,3.0138,3.0197,0
AEDNZD,20241115,0.4641,0.4646,0.4634,0.4643,0
AEDPKR,20241115,75.703,75.715,75.703,75.715,0
AEDSAR,20241115,1.0225,1.0228,1.0224,1.0226,0
AEDSEK,20241115,2.9977,2.9977,2.9843,2.9898,0
AEDUSD,20241115,0.2723,0.2723,0.2723,0.2723,0
AEDZAR,20241115,4.9672,4.9944,4.9295,4.9532,0
ALLGBP,20241115,0.0085,0.0085,0.0085,0.0085,0
ARSAUD,20241115,0.0015,0.0016,0.0015,0.0016,0
ARSBRL,20241115,0.0058,0.0058,0.0058,0.0058,0
ARSCAD,20241115,0.0014,0.0014,0.0014,0.0014,0
ARSCHF,20241115,0.0009,0.0009,0.0009,0.0009,0
ARSEUR,20241115,0.0009,0.001,0.0009,0.001,0
ARSGBP,20241115,0.0008,0.0008,0.0008,0.0008,0
ARSHKD,20241115,0.0078,0.0078,0.0078,0.0078,0
ARSJPY,20241115,0.156,0.157,0.154,0.155,0
ARSMXN,20241115,0.0204,0.0205,0.0204,0.0204,0
ARSSGD,20241115,0.0013,0.0014,0.0013,0.0014,0
ARSUSD,20241115,0.001,0.001,0.001,0.001,0
ARSZAR,20241115,0.0182,0.0183,0.0181,0.0182,0
AUDAED,20241115,2.38,2.38,2.37,2.37,0
AUDARS,20241115,647.205,647.205,644.2657,644.9002,0
AUDBRL,20241115,3.7355,3.7612,3.735,3.7422,0
AUDCAD,20241115,0.9078,0.911,0.9069,0.9105,0
AUDCHF,20241115,0.5743,0.5753,0.5725,0.5738,0
AUDCNH,20241115,4.6825,4.6877,4.6662,4.6775,0
AUDCNY,20241115,4.6638,4.6806,4.6621,4.6724,0
AUDCZK,20241115,15.497,15.517,15.454,15.484,0
