<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AEDAUD,20241101,0.4138,0.4155,0.4135,0.4137,0
AEDCAD,20241101,0.379,0.3794,0.3783,0.3789,0
AEDCHF,20241101,0.236,0.2364,0.2353,0.2364,0
AEDDKK,20241101,1.8709,1.8718,1.8666,1.8718,0
AEDEUR,20241101,0.2508,0.251,0.2503,0.251,0
AEDGBP,20241101,0.2097,0.211,0.2096,0.21,0
AEDINR,20241101,22.895,22.905,22.883,22.886,0
AEDJPY,20241101,41.677,41.677,41.405,41.528,0
AEDNOK,20241101,2.9829,3.0049,2.9829,3.0049,0
AEDNZD,20241101,0.4551,0.4574,0.4546,0.4549,0
AEDPKR,20241101,75.606,75.653,41.553,41.553,0
AEDSAR,20241101,1.0226,1.0227,1.0223,1.0225,0
AEDSEK,20241101,2.9062,2.9202,2.9015,2.9202,0
AEDUSD,20241101,0.2723,0.2723,0.2723,0.2723,0
AEDZAR,20241101,4.8056,4.8355,4.7714,4.8087,0
ALLGBP,20241101,0.0085,0.0086,0.0085,0.0086,0
ARSAUD,20241101,0.0015,0.0015,0.0015,0.0015,0
ARSBRL,20241101,0.0058,0.0059,0.0058,0.0059,0
ARSCAD,20241101,0.0014,0.0014,0.0014,0.0014,0
ARSCHF,20241101,0.0009,0.0009,0.0009,0.0009,0
ARSEUR,20241101,0.0009,0.0009,0.0009,0.0009,0
ARSGBP,20241101,0.0008,0.0008,0.0008,0.0008,0
ARSHKD,20241101,0.0079,0.0079,0.0079,0.0079,0
ARSJPY,20241101,0.155,0.155,0.153,0.154,0
ARSMXN,20241101,0.0204,0.0205,0.0201,0.0205,0
ARSSGD,20241101,0.0013,0.0013,0.0013,0.0013,0
ARSUSD,20241101,0.001,0.001,0.001,0.001,0
ARSZAR,20241101,0.0179,0.018,0.0177,0.0178,0
AUDAED,20241101,2.41,2.42,2.41,2.41,0
AUDARS,20241101,649.8645,651.7364,648.2598,649.4511,0
AUDBRL,20241101,3.7894,3.8497,3.7828,3.8493,0
AUDCAD,20241101,0.9139,0.9173,0.9101,0.9154,0
AUDCHF,20241101,0.569,0.5732,0.5658,0.5705,0
AUDCNH,20241101,4.6851,4.6969,4.6633,4.6828,0
AUDCNY,20241101,4.6759,4.6877,4.6587,4.6716,0
AUDCZK,20241101,15.352,15.391,15.243,15.337,0
AUDDKK,20241101,4.5134,4.5259,4.4929,4.5161,0
AUDEUR,20241101,0.6051,0.6069,0.6024,0.6055,0
AUDFJD,20241101,1.4966,1.4967,1.4922,1.4951,0
AUDGBP,20241101,0.5071,0.5108,0.5053,0.5077,0
AUDHKD,20241101,5.1051,5.1255,5.0837,5.1014,0
AUDHUF,20241101,246.96,248.06,245.73,247.21,0
AUDIDR,20241101,10305.9,10410.4,10294.5,10385.7,0
AUDILS,20241101,2.4319,2.4703,2.4301,2.4614,0
AUDINR,20241101,55.263,56.664,55.024,55.142,0
AUDJPY,20241101,100.699,100.916,99.55,100.354,0
AUDKRW,20241101,906.96,907.88,902.17,905.28,0
AUDMXN,20241101,13.25,13.3151,13.0987,13.3045,0
AUDMYR,20241101,2.8784,2.8817,2.8717,2.8795,0
AUDNOK,20241101,7.2024,7.2757,7.1942,7.2573,0
AUDNZD,20241101,1.1002,1.1027,1.0985,1.1001,0
AUDPHP,20241101,38.288,39.067,38.172,38.299,0
AUDPKR,20241101,182.678,182.678,100.358,100.358,0
AUDPLN,20241101,2.6341,2.6476,2.6195,2.6414,0
AUDSEK,20241101,7.0144,7.0656,6.9924,7.0497,0
AUDSGD,20241101,0.8688,0.8721,0.8657,0.8699,0
AUDTHB,20241101,22.18,22.346,22.151,22.288,0
AUDTRY,20241101,22.5221,22.6298,22.4009,22.5203,0
AUDTWD,20241101,20.953,21.049,20.887,20.952,0
AUDUSD,20241101,0.6577,0.6591,0.6554,0.656,0
AUDZAR,20241101,11.5777,11.5927,11.5355,11.5828,0
AWGUSD,20241101,0.5552,0.5552,0.5552,0.5552,0
BDTGBP,20241101,0.0065,0.0065,0.0065,0.0065,0
BDTJPY,20241101,1.2824,1.2824,1.2786,1.2786,0
BGNCNY,20241101,3.9503,3.9631,3.9467,3.9467,0
BGNDKK,20241101,3.8142,3.8143,3.8124,3.8128,0
BGNUSD,20241101,0.5545,0.5559,0.5545,0.5555,0
BHDEUR,20241101,2.4455,2.4455,2.4393,2.4446,0
BHDPKR,20241101,736.56,737.17,404.89,404.89,0
BHDUSD,20241101,2.6529,2.6532,2.6527,2.6529,0
BNDGBP,20241101,0.5826,0.5846,0.5826,0.5846,0
BRLARS,20241101,171.5506,171.9087,168.6265,168.6886,0
