<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AEDCAD,20241122,0.38,0.38,0.38,0.38,0
AEDCHF,20241122,0.2406,0.2406,0.2406,0.2406,0
AEDDKK,20241122,1.9368,1.938,1.9368,1.938,0
AEDEUR,20241122,0.2596,0.2598,0.2596,0.2598,0
AEDGBP,20241122,0.2154,0.2154,0.2154,0.2154,0
AEDNOK,20241122,3.0126,3.013,3.0126,3.013,0
AEDPKR,20241122,75.701,75.701,75.701,75.701,0
AEDSAR,20241122,1.0222,1.0223,1.0222,1.0223,0
AEDSEK,20241122,3.0093,3.0106,3.0093,3.0106,0
AEDUSD,20241122,0.2723,0.2723,0.2723,0.2723,0
AEDZAR,20241122,4.9342,4.9345,4.9216,4.9246,0
ALLGBP,20241122,0.0085,0.0085,0.0085,0.0085,0
ARSAUD,20241122,0.0015,0.0015,0.0015,0.0015,0
ARSBRL,20241122,0.0058,0.0058,0.0058,0.0058,0
ARSCAD,20241122,0.0014,0.0014,0.0014,0.0014,0
ARSCHF,20241122,0.0009,0.0009,0.0009,0.0009,0
ARSEUR,20241122,0.001,0.001,0.001,0.001,0
ARSGBP,20241122,0.0008,0.0008,0.0008,0.0008,0
ARSHKD,20241122,0.0078,0.0078,0.0078,0.0078,0
ARSJPY,20241122,0.153,0.154,0.153,0.154,0
ARSMXN,20241122,0.0203,0.0204,0.0203,0.0204,0
ARSSGD,20241122,0.0013,0.0013,0.0013,0.0013,0
ARSUSD,20241122,0.001,0.001,0.001,0.001,0
ARSZAR,20241122,0.018,0.018,0.018,0.018,0
AUDAED,20241122,2.39,2.39,2.39,2.39,0
AUDARS,20241122,653.6877,654.3839,653.6877,654.148,0
AUDBRL,20241122,3.7861,3.7902,3.7861,3.789,0
AUDCAD,20241122,0.9103,0.9107,0.9102,0.9104,0
AUDCHF,20241122,0.5773,0.5777,0.5773,0.5776,0
AUDCNH,20241122,4.7246,4.7301,4.7235,4.727,0
AUDCNY,20241122,4.7109,4.7183,4.7109,4.7183,0
AUDCZK,20241122,15.771,15.785,15.77,15.779,0
AUDDKK,20241122,4.6389,4.6428,4.6389,4.6412,0
AUDEUR,20241122,0.622,0.6225,0.6219,0.6225,0
AUDFJD,20241122,1.494,1.494,1.4798,1.4807,0
AUDGBP,20241122,0.5174,0.5179,0.5174,0.5179,0
AUDHKD,20241122,5.0678,5.0751,5.0678,5.0705,0
AUDHUF,20241122,255.63,255.98,255.63,255.98,0
AUDIDR,20241122,10368.3,10382.3,10358.7,10373,0
AUDILS,20241122,2.4182,2.4212,2.4182,2.4196,0
AUDINR,20241122,55.021,55.091,55.021,55.051,0
AUDJPY,20241122,100.34,100.684,100.264,100.684,0
AUDKRW,20241122,912.25,912.88,911.96,911.96,0
AUDMXN,20241122,13.3002,13.3248,13.2988,13.3178,0
AUDMYR,20241122,2.9164,2.917,2.9154,2.9154,0
AUDNOK,20241122,7.2095,7.2187,7.2095,7.2111,0
AUDNZD,20241122,1.1117,1.118,1.1117,1.118,0
AUDPHP,20241122,38.438,38.484,38.365,38.401,0
AUDPKR,20241122,181.347,181.347,181.347,181.347,0
AUDPLN,20241122,2.7021,2.7041,2.7021,2.7041,0
AUDSEK,20241122,7.2067,7.2133,7.2065,7.2133,0
AUDSGD,20241122,0.8765,0.8773,0.8765,0.8769,0
AUDTHB,20241122,22.618,22.66,22.618,22.66,0
AUDTRY,20241122,22.4873,22.5184,22.4873,22.4993,0
AUDTWD,20241122,21.17,21.244,21.17,21.212,0
AUDUSD,20241122,0.6512,0.6522,0.6512,0.6515,0
AUDZAR,20241122,11.7963,11.8001,11.7835,11.7858,0
AWGUSD,20241122,0.5552,0.5552,0.5552,0.5552,0
BDTGBP,20241122,0.0066,0.0066,0.0066,0.0066,0
BDTJPY,20241122,1.2948,1.2948,1.2948,1.2948,0
BGNCNY,20241122,3.874,3.8758,3.8728,3.8758,0
BGNDKK,20241122,3.8137,3.8137,3.8136,3.8136,0
BGNUSD,20241122,0.537,0.537,0.5366,0.5366,0
BHDEUR,20241122,2.5271,2.5294,2.5271,2.5294,0
BHDPKR,20241122,737.57,737.57,737.57,737.57,0
BHDUSD,20241122,2.6534,2.6534,2.6533,2.6534,0
BNDGBP,20241122,0.5892,0.5892,0.5892,0.5892,0
BRLARS,20241122,172.6321,172.6879,172.6321,172.6651,0
BRLAUD,20241122,0.264,0.264,0.2638,0.264,0
BRLCAD,20241122,0.2403,0.2404,0.2402,0.2403,0
BRLCHF,20241122,0.1525,0.1525,0.1524,0.1525,0
BRLEUR,20241122,0.1642,0.1642,0.1642,0.1642,0
BRLHKD,20241122,1.3384,1.3384,1.3382,1.3383,0
BRLJPY,20241122,26.501,26.559,26.483,26.559,0
BRLKRW,20241122,240.892,240.892,240.849,240.849,0
BRLMXN,20241122,3.5128,3.5177,3.5122,3.5159,0
BRLRUB,20241122,17.419,17.421,17.418,17.421,0
BRLSEK,20241122,1.9025,1.9028,1.9021,1.9026,0
BRLSGD,20241122,0.2315,0.2315,0.2314,0.2314,0
BRLUSD,20241122,0.172,0.172,0.1719,0.172,0
BRLZAR,20241122,3.1141,3.1141,3.1105,3.1111,0
BWPCHF,20241122,0.0648,0.0648,0.0648,0.0648,0
BWPEUR,20241122,0.0696,0.0696,0.0696,0.0696,0
BWPGBP,20241122,0.058,0.058,0.058,0.058,0
BWPUSD,20241122,0.0733,0.0733,0.0733,0.0733,0
BWPZAR,20241122,1.3212,1.3212,1.3184,1.3184,0
CADAED,20241122,2.6283,2.6306,2.628,2.628,0
CADARS,20241122,718.3802,718.8596,718.3202,718.5598,0
CADAUD,20241122,1.0986,1.0986,1.0981,1.0984,0
CADBRL,20241122,4.1613,4.1635,4.1607,4.1621,0
CADCHF,20241122,0.6341,0.6346,0.6341,0.6344,0
CADCNH,20241122,5.19,5.195,5.19,5.192,0
CADCNY,20241122,5.1763,5.1823,5.1757,5.1823,0
CADDKK,20241122,5.0944,5.0996,5.0942,5.0977,0
CADEUR,20241122,0.683,0.6838,0.683,0.6835,0
CADGBP,20241122,0.5682,0.5688,0.5682,0.5687,0
CADHKD,20241122,5.5656,5.5734,5.5656,5.5681,0
CADIDR,20241122,11393.1,11402.7,11389.1,11393.2,0
CADILS,20241122,2.6568,2.6595,2.6563,2.6574,0
CADINR,20241122,60.453,60.511,60.447,60.469,0
CADJPY,20241122,110.231,110.56,110.154,110.511,0
CADKRW,20241122,1002.38,1002.8,1001.74,1001.85,0
CADKWD,20241122,0.2201,0.2203,0.22,0.2201,0
CADMXN,20241122,14.619,14.64,14.618,14.624,0
CADMYR,20241122,3.2062,3.2062,3.2027,3.2027,0
CADNOK,20241122,7.9244,7.9296,7.9206,7.9206,0
CADNZD,20241122,1.2219,1.2278,1.2219,1.2278,0
CADPKR,20241122,199.405,199.405,199.405,199.405,0
CADPLN,20241122,2.9666,2.9703,2.9665,2.9689,0
CADRUB,20241122,72.478,72.537,72.47,72.492,0
CADSEK,20241122,7.9189,7.9212,7.9186,7.9191,0
CADSGD,20241122,0.9633,0.9636,0.9633,0.9633,0
CADTHB,20241122,24.854,24.89,24.854,24.888,0
CADTRY,20241122,24.7118,24.7307,24.708,24.708,0
CADTWD,20241122,23.26,23.332,23.253,23.301,0
CADUSD,20241122,0.7156,0.7162,0.7155,0.7155,0
CADZAR,20241122,12.9575,12.9575,12.9432,12.9499,0
CDFUSD,20241122,0.0004,0.0004,0.0004,0.0004,0
CHFAED,20241122,4.1569,4.1569,4.1569,4.1569,0
CHFARS,20241122,1132.253,1132.723,1132.253,1132.526,0
CHFAUD,20241122,1.7313,1.7316,1.7301,1.7316,0
CHFBRL,20241122,6.5579,6.5604,6.5576,6.5597,0
CHFBWP,20241122,15.4372,15.4372,15.4372,15.4372,0
CHFCAD,20241122,1.577,1.5771,1.5757,1.5764,0
CHFCNH,20241122,8.182,8.186,8.182,8.184,0
CHFCNY,20241122,8.1584,8.1683,8.1577,8.1683,0
CHFCZK,20241122,27.315,27.326,27.306,27.318,0
CHFDKK,20241122,8.0346,8.0363,8.032,8.0358,0
CHFEUR,20241122,1.0772,1.0775,1.0769,1.0774,0
CHFGBP,20241122,0.8961,0.8965,0.8959,0.8964,0
CHFHKD,20241122,8.7766,8.7822,8.7751,8.777,0
CHFHUF,20241122,442.785,443.115,442.655,443.036,0
CHFIDR,20241122,17958.4,17967,17947.7,17959.9,0
CHFILS,20241122,4.1881,4.1902,4.1881,4.189,0
CHFINR,20241122,95.297,95.346,95.297,95.313,0
CHFJPY,20241122,173.801,174.216,173.672,174.192,0
CHFKRW,20241122,1579.9,1580.25,1579.14,1579.14,0
CHFMXN,20241122,23.043,23.069,23.038,23.051,0
CHFMYR,20241122,5.0571,5.0571,5.0503,5.0503,0
CHFNOK,20241122,12.4872,12.4939,12.4826,12.4847,0
CHFNZD,20241122,1.9256,1.935,1.9256,1.935,0
CHFPKR,20241122,313.853,315.072,313.763,315.052,0
CHFPLN,20241122,4.6798,4.6812,4.6762,4.68,0
CHFRON,20241122,5.3592,5.3616,5.3592,5.3616,0
CHFRUB,20241122,114.227,114.321,114.19,114.252,0
CHFSEK,20241122,12.4824,12.4845,12.4772,12.4831,0
CHFSGD,20241122,1.518,1.5185,1.518,1.5185,0
CHFSZL,20241122,20.47,20.47,20.47,20.47,0
CHFTHB,20241122,39.177,39.229,39.177,39.228,0
CHFTRY,20241122,38.9426,38.9707,38.9426,38.9517,0
CHFTWD,20241122,36.67,36.767,36.66,36.729,0
CHFUSD,20241122,1.1276,1.1285,1.1274,1.1278,0
CHFZAR,20241122,20.4324,20.4356,20.3959,20.4137,0
CLPEUR,20241122,0.001,0.001,0.001,0.001,0
CLPGBP,20241122,0.0008,0.0008,0.0008,0.0008,0
CNHHKD,20241122,1.0727,1.0727,1.0725,1.0726,0
CNHIDR,20241122,2195,2195,2193,2194,0
CNHINR,20241122,11.647,11.65,11.644,11.646,0
CNHJPY,20241122,21.2652,21.2867,21.2275,21.2867,0
CNHKRW,20241122,193.1,193.1,193,193,0
CNHPHP,20241122,8.1377,8.1377,8.1194,8.1239,0
CNHTHB,20241122,4.789,4.794,4.788,4.792,0
CNHTWD,20241122,4.482,4.49,4.481,4.488,0
CNYAUD,20241122,0.2123,0.2123,0.2119,0.2119,0
CNYBGN,20241122,0.2582,0.2582,0.258,0.258,0
CNYCAD,20241122,0.1932,0.1932,0.1929,0.1929,0
CNYCHF,20241122,0.1226,0.1226,0.1223,0.1224,0
CNYDKK,20241122,0.9845,0.9848,0.9837,0.9837,0
CNYEUR,20241122,0.132,0.132,0.1319,0.1319,0
CNYGBP,20241122,0.1098,0.1099,0.1097,0.1097,0
CNYHKD,20241122,1.0757,1.0762,1.0737,1.0738,0
CNYJPY,20241122,21.314,21.343,21.3,21.33,0
CNYKRW,20241122,193.66,193.66,193.27,193.27,0
CNYMYR,20241122,0.6164,0.6184,0.6164,0.6182,0
CNYNZD,20241122,0.236,0.2365,0.236,0.2365,0
CNYUSD,20241122,0.1382,0.1383,0.1381,0.1381,0
CNYZAR,20241122,2.5052,2.5053,2.4956,2.4956,0
COPDKK,20241122,0.0016,0.0016,0.0016,0.0016,0
CRCGBP,20241122,0.0016,0.0016,0.0016,0.0016,0
CYPZAR,20241122,32.417,32.418,32.352,32.352,0
