AAPLu;01/07/24;212,13;217,51;211,92;216,75;59923040
AMGNu;01/07/24;313,34;319,00;310,23;311,01;1769413
AMZNu;01/07/24;193,49;198,2957;192,82;197,20;41150092
AXPu;01/07/24;232,33;234,80;231,55;233,81;2792797
BAu;01/07/24;182,20;189,47;182,20;186,70;9055460
CATu;01/07/24;335,11;335,29;325,37;329,08;2941653
CRMu;01/07/24;258,15;259,4799;254,53;256,21;5871685
CSCOu;01/07/24;47,48;47,835;47,35;47,52;17776004
CVXu;01/07/24;157,16;158,70;155,98;156,52;5584108
DISu;01/07/24;99,40;99,74;97,88;98,04;15298971
DOWu;01/07/24;53,00;53,50;52,3499;52,63;3715617
GSu;01/07/24;454,51;464,02;454,01;463,66;1850463
HDu;01/07/24;343,92;344,645;335,39;336,19;2643576
HONu;01/07/24;213,14;215,53;210,87;210,95;2148470
IBMu;01/07/24;173,45;176,45;173,38;175,10;3320018
INTCu;01/07/24;30,91;31,02;30,61;30,84;32401760
JNJu;01/07/24;146,07;148,70;145,6201;146,44;5144074
JPMu;01/07/24;202,84;207,09;202,66;205,45;10205836
KOu;01/07/24;64,03;64,30;63,12;63,28;10033361
MCDu;01/07/24;254,83;255,34;249,72;249,99;3737322
MMMu;01/07/24;102,86;103,4494;100,205;100,61;2703642
MRKu;01/07/24;125,38;129,19;125,10;127,90;11532733
MSFTu;01/07/24;448,61;457,37;445,66;456,73;17545940
NKEu;01/07/24;75,50;77,06;74,29;76,83;44369008
PGu;01/07/24;165,59;166,21;162,20;162,72;7638639
TRVu;01/07/24;204,99;205,92;201,66;202,97;1244021
UNHu;01/07/24;506,745;508,91;492,891;494,65;4523141
Vu;01/07/24;263,79;265,77;261,30;263,24;7955766
VZu;01/07/24;41,42;41,98;41,35;41,74;13984166
WMTu;01/07/24;67,89;68,2333;67,25;67,48;6817000
AAPLu;02/07/24;216,15;220,38;215,10;220,27;56716508
AMGNu;02/07/24;310,25;312,43;307,64;310,77;1542804
AMZNu;02/07/24;197,28;200,43;195,93;200,00;45578304
AXPu;02/07/24;233,55;236,19;232,97;235,97;1871617
BAu;02/07/24;186,34;189,225;184,52;185,42;4110453
CATu;02/07/24;328,00;330,09;325,58;327,76;2094613
CRMu;02/07/24;255,05;257,73;254,06;256,19;5130593
CSCOu;02/07/24;47,40;47,79;46,96;47,28;19794224
CVXu;02/07/24;157,68;157,72;155,45;156,75;7216754
DISu;02/07/24;97,935;97,99;96,95;97,99;13340320
DOWu;02/07/24;52,53;52,9199;52,22;52,71;3847124
GSu;02/07/24;461,51;466,27;459,60;465,61;1491787
HDu;02/07/24;335,00;336,83;332,53;334,97;2995943
HONu;02/07/24;211,77;213,28;210,96;213,23;1908531
IBMu;02/07/24;174,84;177,485;174,395;177,30;2882750
INTCu;02/07/24;30,855;31,31;30,585;31,07;35999280
JNJu;02/07/24;146,43;147,15;145,74;146,03;5491206
JPMu;02/07/24;205,29;208,86;204,77;208,83;7802936
KOu;02/07/24;63,26;63,38;62,855;63,15;8878156
MCDu;02/07/24;249,68;251,03;247,41;247,79;3718799
MMMu;02/07/24;100,56;101,9199;100,4814;101,62;1815766
MRKu;02/07/24;128,21;128,24;126,66;127,72;5645279
MSFTu;02/07/24;453,1375;459,59;453,113;459,28;13896759
NKEu;02/07/24;76,82;76,94;75,39;76,04;26183350
PGu;02/07/24;162,58;164,04;161,71;163,90;5449219
TRVu;02/07/24;201,54;203,94;201,06;203,66;1752498
UNHu;02/07/24;494,26;498,47;493,39;498,24;3312171
Vu;02/07/24;263,24;268,23;262,40;268,23;8697811
VZu;02/07/24;41,63;41,70;40,72;41,10;21656600
WMTu;02/07/24;67,44;68,085;67,27;68,07;7042610
AAPLu;03/07/24;219,96;221,55;219,03;221,55;37198496
AMGNu;03/07/24;311,49;312,5399;306,11;309,38;1000711
AMZNu;03/07/24;199,94;200,029;196,7601;197,59;31597926
AXPu;03/07/24;236,50;237,58;235,19;235,71;1365850
BAu;03/07/24;185,05;185,42;182,85;184,31;2764797
CATu;03/07/24;328,26;331,41;328,26;330,61;1352181
CRMu;03/07/24;256,98;261,22;256,935;260,95;4755729
CSCOu;03/07/24;47,15;47,52;47,04;47,09;8118296
CVXu;03/07/24;156,94;157,74;156,5641;156,71;3264196
DISu;03/07/24;97,84;99,08;97,83;98,61;5029969
GSu;03/07/24;469,04;469,8899;465,82;467,92;993915
HONu;03/07/24;213,00;213,27;212,0709;212,46;1086724
IBMu;03/07/24;177,88;177,98;175,17;175,73;1649000
INTCu;03/07/24;31,12;31,34;30,91;31,23;24065672
JNJu;03/07/24;146,20;146,65;144,74;145,69;3223989
JPMu;03/07/24;209,55;210,38;207,65;208,69;5560925
KOu;03/07/24;63,19;63,665;62,93;63,33;9154198
MCDu;03/07/24;248,50;250,98;248,18;250,00;2026100
MRKu;03/07/24;127,69;127,94;125,30;125,85;4002054
MSFTu;03/07/24;458,265;461,02;457,88;460,77;9650440
NKEu;03/07/24;75,50;75,92;75,0199;75,24;15952008
PGu;03/07/24;163,21;164,21;162,975;163,83;2980461
TRVu;03/07/24;203,11;204,15;201,91;203,69;523058
UNHu;03/07/24;497,12;498,08;486,52;489,89;2239210
Vu;03/07/24;269,07;269,75;268,15;268,99;5017760
VZu;03/07/24;41,13;41,385;40,95;41,12;6442853
DOWu;03/07/24;52,72;53,21;52,65;52,88;1905595
HDu;03/07/24;337,00;339,6395;333,5401;333,64;1732991
MMMu;03/07/24;101,29;102,15;100,685;101,62;1230776
WMTu;03/07/24;67,81;68,25;67,62;68,24;6287545
AAPLu;05/07/24;221,65;226,45;221,65;226,34;58797568
AMGNu;05/07/24;311,03;313,41;308,57;310,88;1274377
AMZNu;05/07/24;198,65;200,55;198,17;200,00;39858884
AXPu;05/07/24;235,71;236,70;233,56;235,63;2487400
