<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
ACU,20250328,40.06,40.37,39.13,40.17,16 818
AE,20250328,19.91,20.14,19.90,20.02,11 276
AEF,20250328,5.090,5.090,5.000,5.000,271 589
AEON,20250328,0.6131,0.6250,0.5911,0.5930,496 276
AIM,20250328,0.1304,0.1304,0.1201,0.1210,413 597
AIRI,20250328,3.740,3.800,3.560,3.590,17 450
AMBI,20250328,5.920,5.930,5.094,5.094,5 026
AMBO,20250328,2.525,3.200,2.525,2.660,30 909
AMS,20250328,2.760,2.849,2.760,2.810,3 404
APT,20250328,5.130,5.130,5.020,5.020,24 254
AREN,20250328,1.700,1.745,1.680,1.680,19 791
ARMN,20250328,4.700,4.750,4.520,4.550,1 184 325
ARMP,20250328,1.755,1.811,1.580,1.580,20 081
ASM,20250328,1.990,2.000,1.860,1.890,6 298 190
ATCH,20250328,0.7307,0.7550,0.6504,0.7023,359 845
ATEK,20250328,6.010,6.010,6.010,6.010,7 500
ATNM,20250328,1.960,1.980,1.760,1.810,956 966
AUMN,20250328,0.1700,0.2122,0.1625,0.1817,45 168
AUST,20250328,1.490,1.520,1.300,1.380,116 446
AWX,20250328,2.950,2.950,2.930,2.930,621
AXIL,20250328,7.090,7.100,5.100,5.415,22 219
AZTR,20250328,0.3187,0.3261,0.3000,0.3050,236 431
BATL,20250328,1.140,1.300,1.140,1.290,50 083
BCV,20250328,17.65,17.74,17.31,17.31,13 328
BDL,20250328,24.47,25.00,24.47,24.99,1 815
BEEP,20250328,4.230,4.400,4.150,4.340,52 083
BGI,20250328,1.230,1.238,1.140,1.155,75 616
BHB,20250328,30.66,30.66,29.74,29.75,27 074
BHM,20250328,11.77,11.80,11.62,11.62,3 853
BKTI,20250328,33.00,36.00,33.00,36.00,126 310
BMTX,20250328,0,,,,
BQ,20250328,2.250,2.250,2.020,2.250,11 257
BRBS,20250328,3.310,3.310,3.265,3.280,174 067
BRN,20250328,1.640,1.690,1.618,1.620,6 184
BTG,20250328,3.120,3.140,2.850,2.880,50 552 192
BTTR,20250328,1.870,1.920,1.690,1.700,34 254
BURU,20250328,0.1984,0.2002,0.1780,0.1876,4 219 093
CANF,20250328,1.500,1.560,1.440,1.479,96 477
CATX,20250328,2.330,2.370,2.190,2.200,657 194
CBOE,20250328,0,,,49.94,
CCEL,20250328,6.520,6.560,6.130,6.296,8 538
CEF,20250328,28.23,28.26,28.00,28.08,635 441
CET,20250328,45.36,45.89,44.92,45.00,13 369
CEV,20250328,10.05,10.06,10.02,10.03,29 630
CHEB,20250328,10.26,10.26,10.26,10.26,651 114
CHRO,20250328,1.950,2.000,1.570,1.590,24 942
CIK,20250328,2.910,2.910,2.880,2.900,880 393
CIX,20250328,21.75,21.75,21.07,21.58,5 611
CKX,20250328,11.32,11.68,11.32,11.62,6 901
CLDI,20250328,0.6200,0.6500,0.5800,0.6500,799 324
CLM,20250328,7.530,7.560,7.360,7.390,1 627 473
CMCL,20250328,11.99,11.99,11.52,11.61,39 173
CMT,20250328,14.95,15.29,14.86,15.22,35 112
CNL,20250328,8.370,9.050,8.370,8.520,98 039
COE,20250328,20.70,21.97,20.01,21.01,12 032
COHN,20250328,8.626,8.626,8.100,8.497,2 378
CPHI,20250328,0.2860,0.3090,0.2645,0.2747,846 801
CRF,20250328,7.380,7.380,7.170,7.170,722 621
CTGO,20250328,9.970,10.29,9.850,10.08,113 796
CTM,20250328,1.050,1.055,1.000,1.030,2 389 013
CVM,20250328,0.2356,0.2463,0.2316,0.2387,554 031
CVR,20250328,13.22,13.58,13.12,13.58,3 037
CVU,20250328,3.548,3.548,3.180,3.370,48 935
CYBN,20250328,10.20,10.20,9.550,9.550,9 285
DC,20250328,2.700,2.720,2.630,2.630,582 914
DDC,20250328,0.1510,0.1558,0.1100,0.1364,985 326
DHY,20250328,2.140,2.150,2.120,2.140,518 148
DIT,20250328,119.00,119.00,118.87,119.00,78
DMF,20250328,7.230,7.290,7.160,7.170,133 196
DMYY,20250328,11.20,11.24,11.09,11.19,249 008
DNN,20250328,1.370,1.400,1.330,1.330,70 855 734
DSS,20250328,1.000,1.030,0.9450,1.000,6 272
EAD,20250328,6.880,6.900,6.840,6.900,190 702
ECF,20250328,9.260,9.260,9.070,9.100,73 020
EFSH,20250328,0.1354,0.1376,0.1238,0.1259,374 820
EIM,20250328,9.930,9.970,9.900,9.950,113 812
ELA,20250328,6.350,6.660,6.100,6.510,38 355
ELLO,20250328,15.00,15.10,14.69,15.10,3 046
ELMD,20250328,23.22,23.79,23.18,23.34,80 678
EMX,20250328,2.130,2.150,2.030,2.050,865 961
ENSV,20250328,0.0302,0.0385,0.0302,0.0302,7 725
ENX,20250328,9.660,9.660,9.490,9.560,28 747
EONR,20250328,0.5290,0.5393,0.4800,0.5137,570 269
EP,20250328,0,,,,
EPM,20250328,5.160,5.190,5.105,5.120,84 679
EQX,20250328,7.150,7.240,6.860,6.870,12 676 699
ERC,20250328,9.270,9.270,9.240,9.248,49 685
ERH,20250328,10.87,10.96,10.87,10.92,11 540
ESBA,20250328,7.670,7.670,7.570,7.660,4 360
ESP,20250328,27.75,27.75,27.02,27.28,20 082
EVBN,20250328,39.31,39.37,38.64,38.75,11 168
EVE,20250328,202.48,206.96,196.93,199.52,504 200
EVI,20250328,18.50,18.82,17.02,17.13,15 581
EVM,20250328,9.320,9.320,9.240,9.310,43 022
EVV,20250328,10.11,10.12,10.02,10.04,257 261
FAX,20250328,15.68,15.72,15.56,15.67,135 425
FCO,20250328,6.040,6.140,6.030,6.030,57 414
FISK,20250328,7.810,7.810,7.760,7.760,476
FLYX,20250328,3.130,3.500,3.091,3.100,13 888
FOXO,20250328,0.1434,0.1460,0.1234,0.1234,1 690 584
FRD,20250328,15.19,15.58,15.08,15.08,12 317
FSI,20250328,5.080,5.229,4.900,4.940,45 098
FSP,20250328,1.870,1.890,1.810,1.840,159 088
FTF,20250328,6.420,6.480,6.420,6.450,208 954
FURY,20250328,0.4050,0.4188,0.3900,0.4000,277 752
GAU,20250328,1.290,1.294,1.230,1.230,810 022
GBR,20250328,0.8700,0.8999,0.8602,0.8608,7 600
GENC,20250328,12.67,13.11,12.22,12.56,35 738
GGN,20250328,4.350,4.360,4.330,4.340,324 579
GLDG,20250328,0.8360,0.8499,0.8101,0.8203,366 898
GLO,20250328,73.06,73.15,70.67,72.55,924 703
GLQ,20250328,6.400,6.400,6.290,6.310,43 985
GLU,20250328,16.37,16.37,16.09,16.12,3 736
GLV,20250328,5.510,5.520,5.420,5.430,55 428
