<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AACG,20241211,0.85,0.87,0.83,0.87,4042
AADI,20241211,2.39,2.47,2.32,2.42,118784
AADR,20241211,70.09,70.29,70.09,70.29,420
AAL,20241211,17.61,17.74,17.41,17.6,17473360
AAME,20241211,1.5,1.53,1.48,1.48,1918
AAOI,20241211,34,34.73,31.44,33.68,3581980
AAON,20241211,130.4,132.65,128.78,132.61,277075
AAPB,20241211,33.34,34.04,32.88,32.94,53376
AAPD,20241211,15.56,15.66,15.38,15.66,390050
AAPL,20241211,247.96,250.8,246.27,246.49,42848516
AAPU,20241211,42.18,43.1,41.58,41.63,624124
AAXJ,20241211,75.4,75.56,75.29,75.56,764186
ABAT,20241211,0.9285,1,0.9105,1,637296
ABCL,20241211,3.05,3.05,2.86,2.89,2155851
ABCS,20241211,30.01,30.1,30.01,30.07,1501
ABEO,20241211,5.98,6.03,5.87,6.01,187943
ABL,20241211,8.08,8.1,7.84,7.93,181754
ABLLL,20241211,26.7,26.7,26.62,26.62,1142
ABLLW,20241211,1.14,1.15,1.1,1.1,29410
ABLV,20241211,0.66,0.71,0.64,0.68,24953
ABNB,20241211,138.68,140.17,137.21,138.85,3045839
ABOS,20241211,2.15,2.24,2.05,2.17,402278
ABP,20241211,1.66,1.74,1.59,1.6,17714
ABSI,20241211,4.29,4.56,3.97,4.4,4746346
ABTS,20241211,0.57,0.6097,0.57,0.5999,46767
ABUS,20241211,3.76,3.78,3.63,3.64,475306
ABVC,20241211,0.45,0.52,0.4236,0.5198,5302899
ABVE,20241211,0.5311,0.5526,0.5001,0.5003,90226
ABVEW,20241211,0.0239,0.0263,0.02,0.0202,9688
ABVX,20241211,8.62,8.62,7.8,7.9,401860
ACAD,20241211,18.6,18.64,17.79,18.04,1184650
ACB,20241211,4.44,4.45,4.25,4.36,592580
ACCD,20241211,3.67,3.7,3.55,3.66,568509
ACDC,20241211,8.06,8.21,7.76,8.03,284878
ACET,20241211,1.06,1.06,1.01,1.02,246612
ACGL,20241211,93.56,94.12,92.42,94.03,1135818
ACGLN,20241211,19.45,19.53,19.29,19.48,46759
ACGLO,20241211,22.59,22.71,22.51,22.55,27225
ACHC,20241211,39.78,40.32,38.98,39.88,931404
ACHL,20241211,1.03,1.04,0.9999,1.02,90349
ACHV,20241211,4.42,4.42,4.24,4.26,114636
ACIC,20241211,14.03,14.33,13.65,14.15,196681
