<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AACG,20250401,1.010,1.010,0.9407,0.9787,20 854
AADI,20250401,6 575.00Rp,6 600.00Rp,6 500.00Rp,6 525.00Rp,5 145 500
AAL,20250401,10.30,10.36,9.920,10.30,74 551 390
AAME,20250401,1.650,1.840,1.560,1.560,12 701
AAOI,20250401,15.36,15.36,14.44,15.09,2 814 360
AAON,20250401,77.90,79.41,76.24,79.16,722 424
AAPL,20250401,219.80,223.68,218.90,223.19,36 412 740
ABAT,20250401,1.030,1.050,0.9900,1.020,517 468
ABCL,20250401,2.230,2.230,2.060,2.090,4 288 544
ABEO,20250401,4.740,4.743,4.420,4.450,959 517
ABL,20250401,7.470,7.550,7.250,7.330,206 205
ABLLL,20250401,24.52,24.75,24.35,24.63,130 806
ABLLW,20250401,1.550,1.570,1.500,1.530,12 951
ABLV,20250401,0.9100,0.9900,0.8250,0.8250,35 600
ABLVW,20250401,0.0200,0.0220,0.0165,0.0190,49 299
ABNB,20250401,119.67,121.35,117.80,121.18,3 916 445
ABOS,20250401,1.100,1.130,1.060,1.075,234 738
ABSI,20250401,2.520,2.530,2.340,2.400,4 036 714
ABTS,20250401,3.010,3.010,2.440,2.690,16 262
ABUS,20250401,3.460,3.600,3.410,3.480,1 358 881
ABVC,20250401,1.140,1.400,1.110,1.320,2 020 661
ABVE,20250401,0.5900,0.6762,0.5420,0.5678,152 057
ABVEW,20250401,0.0220,0.0223,0.0220,0.0220,20 231
ABVX,20250401,6.260,6.260,5.760,5.890,216 501
ACAB,20250401,0.4290,0.4450,0.4140,0.4305,14 435
ACABU,20250401,0,,,,
ACABW,20250401,0,,,,
ACAD,20250401,80.00kr,81.30kr,79.20kr,80.50kr,110 257
ACB,20250401,4.380,4.520,4.300,4.370,797 414
ACCD,20250401,6.990,7.000,6.980,6.990,691 938
ACDC,20250401,7.550,8.065,7.420,8.030,309 182
ACET,20250401,0.7700,0.8191,0.7350,0.7350,347 458
ACGL,20250401,96.01,96.80,95.00,96.14,1 332 082
ACGLN,20250401,17.50,17.56,17.40,17.50,49 657
ACGLO,20250401,20.83,21.00,20.69,20.69,16 282
ACHC,20250401,30.44,30.97,29.37,29.93,4 128 567
ACHL,20250401,0,,,,
ACHV,20250401,2.670,2.750,2.480,2.510,136 169
ACIC,20250401,11.54,11.69,11.35,11.53,163 695
ACIU,20250401,1.850,1.940,1.770,1.795,213 612
ACIW,20250401,54.39,57.00,54.09,56.70,1 310 838
ACLS,20250401,49.32,51.36,48.64,50.32,606 743
ACLX,20250401,65.55,65.55,59.52,60.70,1 057 321
