<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AACG,20241115,1,1.02,0.9654,1.01,30300
AADI,20241115,2.14,2.17,2.02,2.11,179200
AADR,20241115,64.6,64.881,64.6,64.84,800
AAL,20241115,14.22,14.4,14.05,14.39,22756400
AAME,20241115,1.675,1.705,1.67,1.67,4800
AAOI,20241115,27.83,28.525,26.18,26.8,3451000
AAON,20241115,132.11,133.64,130.6,133.46,530100
AAPB,20241115,27.88,28.07,27.44,27.61,76400
AAPD,20241115,16.99,17.13,16.9478,17.08,247700
AAPL,20241115,226.4,226.92,224.27,225,47923600
AAPU,20241115,35.26,35.47,34.71,34.92,249400
AAXJ,20241115,73.74,73.74,73.275,73.44,711100
ABAT,20241115,0.92,0.93,0.78,0.85,1742100
ABCL,20241115,2.75,2.76,2.57,2.65,3271600
ABCS,20241115,29.45,29.515,29.3127,29.3127,700
ABEO,20241115,5.95,5.98,5.79,5.86,384500
ABL,20241115,8.44,8.51,8.12,8.34,41400
ABLLL,20241115,26.5,26.5,26.25,26.5,1200
ABLLW,20241115,1.3,1.3315,1.2,1.28,4200
ABLV,20241115,0.9,0.93,0.865,0.885,16500
ABNB,20241115,134.2,134.53,131.31,132.5,4798700
ABOS,20241115,2.62,2.62,2.37,2.4,296500
ABP,20241115,4.22,4.645,3.23,3.71,65100
ABPWW,20241115,0.06,0.06,0.0599,0.0599,307200
ABSI,20241115,3.02,3.0299,2.71,2.84,2439500
ABTS,20241115,0.56,0.6,0.5013,0.5892,101100
ABUS,20241115,3.68,3.68,3.4205,3.64,1791200
ABVC,20241115,0.58,0.58,0.5,0.5,176300
ABVE,20241115,0.4548,0.5,0.45,0.4735,32200
ABVEW,20241115,0.0175,0.0198,0.0151,0.0174,14400
ABVX,20241115,9.69,9.79,9.365,9.5,91400
ACAD,20241115,17.14,17.3,16.37,16.77,1826700
ACB,20241115,4.35,4.38,4.16,4.2,1056300
ACCD,20241115,3.61,3.65,3.365,3.47,1898800
ACDC,20241115,6.71,6.77,6.42,6.43,568000
ACET,20241115,1.01,1.04,0.93,0.9469,1102100
ACGL,20241115,100.54,102.37,100.54,101.83,2727100
ACGLN,20241115,20.16,20.16,20,20.04,21100
ACGLO,20241115,22.935,23.024,22.78,22.84,17700
ACHC,20241115,39.24,39.24,37.78,37.82,1846000
ACHL,20241115,1.05,1.08,1.02,1.05,320800
ACHV,20241115,4.44,4.44,4.13,4.25,196800
ACIC,20241115,12.97,13.13,12.7,12.9,187600
ACIU,20241115,3.53,3.55,3.13,3.19,234100
ACIW,20241115,55.04,55.1224,53.8,54.29,441800
ACLS,20241115,77.25,77.25,73.15,73.22,1003600
ACLX,20241115,94.91,94.99,87.08,87.83,855300
ACMR,20241115,18.39,18.62,18.115,18.33,967400
ACNB,20241115,47.96,47.96,47,47.45,11100
