<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
0A0B.L,20241115,7777.7981,7782.7602,7774.3121,7782.7602,850984
0A0C.L,20241115,20.2,20.5,19.72,19.9,19853
0A1H.L,20241115,21.158,21.158,21.158,21.158,4605
0A1U.L,20241115,71,73.624,70.82,73.2,56322
0A2K.L,20241115,15.71,15.71,15.695,15.695,10
0A3R.L,20241115,2.52,9.37,2.3308,9.37,116123
0A3T.L,20241115,102.45,103.93,99.7405,101.1,24856
0A5J.L,20241115,33.7,35,33.55,34.4,31209
0A60.L,20241115,7.85,9.4466,6.1322,6.2488,247120
0A6L.L,20241115,27.3,28.6,26.51,27.7875,213169
0AA3.L,20241115,91,92.85,90.05,92.65,885
0ACY.L,20241115,7.558,7.788,7.558,7.6976,32076
0AH6.L,20241115,20.6,20.6,20.6,20.6,0
0AH7.L,20241115,8,8.7,8,8.59,50
0AHI.L,20241115,13.51,13.51,13.51,13.51,0
0AI4.L,20241115,704.5,722.6,689.4,721.2,12218
0APM.L,20241115,25.5,25.9,25.05,25.2,76
0AVG.L,20241115,188,188,188,188,6
0B67.L,20241115,15.5175,15.775,15.4,15.675,35785
0BJP.L,20241115,2.688,2.736,2.606,2.658,331509
0BNS.L,20241115,19.3,19.3,19.2,19.2,23
0BNT.L,20241115,19.37,19.4,19.23,19.34,20088
0BOE.L,20241115,138.4,140.18,137.06,139.535,48027
0BQE.L,20241115,604,610,604,610,8
0CIJ.L,20241115,2.13,2.13,2.09,2.1,15851
0CXC.L,20241115,9.8105,9.95,9.796,9.821,28110
0D53.L,20241115,135,135.8,129.4,130.2,599
0DH7.L,20241115,138,138,137.6,137.6,132
0DHC.L,20241115,58.45,59.4,58.1,58.55,2882
0DI7.L,20241115,10.1,10.2,10.05,10.05,6
0DJI.L,20241115,13.2,13.34,13.16,13.22,38470
0DJV.L,20241115,5.1095,5.155,5.095,5.1095,3015
0DK9.L,20241115,80.2,80.2,78,78.55,48
0DKX.L,20241115,57.775,58.2,57.75,58,2386
0DLI.L,20241115,17.12,17.32,17.12,17.3,727
0DLT.L,20241115,127.05,127.12,126.68,127.03,9449
0DMM.L,20241115,228.7826,229.2806,228.7826,229.0144,500
0DMT.L,20241115,144.27,144.295,144.26,144.27,29405
0DNH.L,20241115,0.162,0.2656,0.14,0.2172,1670982
0DNW.L,20241115,100,100,96.6,96.8,11725
0DO6.L,20241115,73.385,74.1,73.385,73.505,21
0DPB.L,20241115,182.2,182.35,166.4,170.25,26702
0DPM.L,20241115,32.95,33.46,32.9,33.01,14624
0DPU.L,20241115,6.62,6.735,6.545,6.6925,9850
0DQ7.L,20241115,124.1,124.55,123.4,124.2,23808
0DQB.L,20241115,18.9,18.9,18.9,18.9,9977
0DQP.L,20241115,3.77,3.77,3.77,3.77,1
0DQZ.L,20241115,42.92,43.28,42.92,43.12,8499
0DT1.L,20241115,406,406,406,406,0
0DTI.L,20241115,271.5,271.5,269,271.5,267
0DTK.L,20241115,50.2,50.2,50.2,50.2,0
0DUI.L,20241115,5.45,5.45,5.45,5.45,52
0DUK.L,20241115,7.43,7.455,7.345,7.455,362
0DVE.L,20241115,3.255,3.255,3.13,3.1475,615
0DWL.L,20241115,10.75,11.29,10.66,11.26,763
0DWV.L,20241115,207,207,201.5,201.5,122
0DXU.L,20241115,37.9466,37.954,37.9466,37.954,937
0DXV.L,20241115,38.4,38.454,38.228,38.3125,9
0DZ0.L,20241115,457.6,457.6,449.2,450.9,2423
0DZC.L,20241115,24.9,25.3,24.9,25.225,677
0DZJ.L,20241115,62,62,62,62,0
0DZP.L,20241115,30.1,30.1,30.01,30.01,2881
0DZW.L,20241115,3595.1077,3595.9719,3567.9786,3567.9786,8624
0E0L.L,20241115,26.645,26.645,26.4604,26.5025,1709
0E16.L,20241115,1426,1434.8,663.3,663.3,1
0E1L.L,20241115,1.7,1.716,1.694,1.712,6482
0E1Q.L,20241115,8.586,8.586,8.561,8.561,0
0E2B.L,20241115,104.9,982.15,104.86,982.15,16
0E3F.L,20241115,29.8,29.8,29.8,29.8,0
0E46.L,20241115,127.04,153.41,127.04,153.41,0
0E4H.L,20241115,14.9209,14.9209,9.553,9.553,2237
0E4K.L,20241115,3.967,4.026,3.967,4.006,4724
0E4Q.L,20241115,3.648,3.654,3.503,3.5825,55669
0E4X.L,20241115,14.174,14.174,14.0932,14.174,1263000
0E5M.L,20241115,29.74,29.74,28.94,29.09,105
0E64.L,20241115,166.7,169.8,164.8,164.9,6382
0E6H.L,20241115,9.4209,9.4209,9.4209,9.4209,377
0E6Y.L,20241115,11.64,11.96,11.62,11.74,1514
0E7Z.L,20241115,0.7715,0.82,0.76,0.76,17273
0E80.L,20241115,0.368,0.368,0.368,0.368,219
0E9V.L,20241115,43.05,43.5,42.65,42.8,442
0EBQ.L,20241115,12.73,12.8,12.62,12.795,5734
0ED7.L,20241115,87.6794,87.6794,69.845,69.845,5
0EDE.L,20241115,222.93,223.96,218.66,218.66,2023
0EEE.L,20241115,93.025,93.75,91.55,92.1,3080
0EEI.L,20241115,24.925,25.2,24.5,25.1,151
0EEV.L,20241115,8.04,8.04,7.96,7.96,1601
0EEZ.L,20241115,5.72,5.72,5.72,5.72,601
0EG8.L,20241115,2.227,2.258,2.2075,2.217,5636
0EIB.L,20241115,1.69,1.69,1.634,1.644,13904
0EIE.L,20241115,0.777,0.777,0.765,0.768,8897
0EKE.L,20241115,21.875,21.875,21.5,21.625,230
0EKR.L,20241115,38,38,37.55,37.825,27
0ELV.L,20241115,28,28,27.05,27.05,221
0ENE.L,20241115,160,160,160,160,10
0ENJ.L,20241115,24.3,24.3,24.3,24.3,0
0EOF.L,20241115,45.525,46.6,45.525,45.525,6941
0EPW.L,20241115,113.3,114.3,112.9,113.8,616
0ERM.L,20241115,18.3,18.4,18.3,18.4,4
0ERY.L,20241115,10.16,10.16,10.04,10.04,687
0EUH.L,20241115,20.5,20.5,20.25,20.49,149
0EV1.L,20241115,24.035,24.39,23.9517,24.22,86430
0EVB.L,20241115,0.095,0.0964,0.0945,0.0964,12189
0EWD.L,20241115,43.15,43.44,41.58,42.81,72367
0EX6.L,20241115,43,43.6,43,43.6,2
0EXG.L,20241115,18.275,18.35,17.75,17.99,27706
0EXO.L,20241115,20.485,21,20.255,21,794
0EXP.L,20241115,24.88,25.08,24.8,24.96,927
0EYG.L,20241115,69.37,70.58,69.37,70.48,19927
0F07.L,20241115,33.275,33.6,33.275,33.525,1245
0F08.L,20241115,1203,1203,1188,1201,11986
0F0J.L,20241115,29.6,29.78,29.6,29.78,14107
0F1N.L,20241115,58.65,59.5,58.3,59.25,207
0F29.L,20241115,8.44,8.48,8.43,8.46,2519
0F4I.L,20241115,28.8,29.04,28.8,29.03,213447
0F4O.L,20241115,12020,12040,11400,11400,11
0F6L.L,20241115,5.055,5.115,5.05,5.0837,6897
0F7F.L,20241115,0.618,0.649,0.611,0.626,801
0F8V.L,20241115,8.8692,8.8692,8.8692,8.8692,13
0FA0.L,20241115,57.075,57.4,56.55,56.95,1340
0FB0.L,20241115,2.582,2.608,2.556,2.582,26355
0FBL.L,20241115,30.6322,30.6903,30.6322,30.6903,34
0FBS.L,20241115,14.81,14.81,14.8,14.81,26
0FC9.L,20241115,311.4,311.7,307,307.5,4427
0FDN.L,20241115,7.02,7.02,7.02,7.02,3
0FDT.L,20241115,100.8,101,99.45,100.3,4738
0FF9.L,20241115,100.345,100.35,98.58,98.83,14166
0FFY.L,20241115,7.559,7.636,7.51,7.636,14282
0FGH.L,20241115,10.825,11.245,10.805,11.1825,249152
0FGL.L,20241115,68.4,68.4,68.3,68.3,97413
0FH7.L,20241115,46.4,47.1,46.4,47.1,39
0FHO.L,20241115,30.036,30.036,30.036,30.036,48
0FHS.L,20241115,29,29.2,29,29,213
0FIN.L,20241115,98.65,98.95,98.1,98.65,37257
0FJ8.L,20241115,3.2645,3.341,3.2645,3.3105,20770
0FJC.L,20241115,7.27,7.56,7.2,7.525,6223
0FLE.L,20241115,4.3553,4.3553,4.3553,4.3553,0
0FM1.L,20241115,2.094,2.13,2.07,2.1,2915
0FMN.L,20241115,52.7248,109.4,52.7248,109.4,7056
0FNZ.L,20241115,21.6,21.7,21.5,21.7,119
0FP0.L,20241115,9.72,9.8,9.72,9.8,50
0FPJ.L,20241115,0.196,0.196,0.196,0.196,25
0FQ8.L,20241115,0.042,0.042,0.042,0.042,107
0FQI.L,20241115,103.005,104.35,96.29,98.13,115152
0FQR.L,20241115,154.1,155.2,154.1,154.2,26
0FQS.L,20241115,0.41,0.427,0.371,0.387,13500
0FRJ.L,20241115,892.25,892.25,876.5,883,234
0FRW.L,20241115,36,36,35.5,35.5,5
0FS8.L,20241115,4.36,4.52,4.36,4.52,2876
0FSO.L,20241115,60.5,72.1,60.4,72.1,105
0FT3.L,20241115,2.56,2.56,2.56,2.56,0
0FUT.L,20241115,89.5,89.5,87.5,88.68,372
0FWY.L,20241115,541.5,561.75,541.5,557.25,104089
0FXQ.L,20241115,2.82,2.82,2.795,2.795,6431
0G15.L,20241115,11.46,11.58,11.18,11.22,16
0G1T.L,20241115,46,46,44.9,45.2,705
0G2C.L,20241115,27.9,27.9,27.9,27.9,0
0G2X.L,20241115,219.8,220.8,218.2,219.2,1296
0G2Z.L,20241115,31.1,31.1,30.84,30.84,1575
0G33.L,20241115,291,292,291,292,202
0G34.L,20241115,268,269.4,267.775,267.775,100000
0G3T.L,20241115,67.44,67.44,66.24,66.4609,12993
0G3Z.L,20241115,1.23,1.23,1.23,1.23,8
0G5B.L,20241115,120.4,120.4,119.8199,119.8199,553
0G6J.L,20241115,14.9,14.9,14.9,14.9,1
0G6T.L,20241115,103.475,104.35,102.9,104.1,21291
0G77.L,20241115,17.71,18.35,17.7,17.75,3521
0G7B.L,20241115,11.03,11.17,11.03,11.115,3549
0G8C.L,20241115,133,133.2,131.8,133,93813
0G9J.L,20241115,8.8,8.8,8.685,8.685,13
0GA3.L,20241115,0.2786,0.2786,0.2779,0.2779,3425
0GD5.L,20241115,17.9,17.9,17.9,17.9,3
0GDU.L,20241115,185.5,185.5,183.4,185.2,17
0GE4.L,20241115,15.92,15.92,15.7,15.745,51294
0GEG.L,20241115,46.8,46.8,46.8,46.8,1
0GF6.L,20241115,133.1,134.4,133.1,133.1,739
0GGH.L,20241115,4.8072,4.8072,4.7905,4.7933,49995
0GJA.L,20241115,2.8,2.8,2.8,2.8,3
0GJN.L,20241115,11.85,12,11.85,11.89,298
0GKA.L,20241115,2.469,2.53,2.469,2.469,1043
0GLY.L,20241115,150,150,148,150,0
0GM2.L,20241115,49.09,51.3,49.09,51.275,67593
0GMG.L,20241115,102.2,102.2,101.4,102.1,534
0GN6.L,20241115,67,69.1,67,68,128
0GNK.L,20241115,134.3,134.3,132.8,133.6,775
0GNV.L,20241115,32.6,32.7,32.45,32.45,698
0GQE.L,20241115,192.2,192.2,189.5,191.1,359
0GRK.L,20241115,290.8,291.6,255.5,255.5,2066
0GRP.L,20241115,157.75,157.75,152.5,152.5,353
0GRX.L,20241115,94.78,95.44,94.02,94.6652,126481
0GRZ.L,20241115,192,192,187.4,189.1,724
0GSS.L,20241115,130.2,130.6,128.7,128.9,1296
0GT1.L,20241115,127.025,127.65,126.25,127.025,18661
0GT3.L,20241115,133.6,133.6,131.4,131.4,209
0GTM.L,20241115,78.65,78.75,78.15,78.55,711
0GTN.L,20241115,106.5,106.5,104.3,104.4,3091
0GTR.L,20241115,64.27,65.64,64.27,65,63771
0GUO.L,20241115,258,258,252,252,221
0GUX.L,20241115,151.8,153.6,151.8,153,3334
0GVS.L,20241115,495.5,498.5,491,496.25,44589
0GW0.L,20241115,3.745,3.784,3.731,3.731,8100
0GW3.L,20241115,126.45,126.5,125.4,126.05,2201
0GW8.L,20241115,65.425,67.5,65.425,66.4,8132
0GWB.L,20241115,531.5,532.5,527.75,529.25,5307
0GWI.L,20241115,64.9,64.9,64.7,64.7,296
0GWJ.L,20241115,35.2,35.8,35.2,35.5,115
0GWL.L,20241115,233.1,237.6,231.45,235.5,644029
0GWS.L,20241115,100.8,103.1,100.8,101.675,514819
0GXJ.L,20241115,90.05,91.7,89.75,90.9979,9719
0GXK.L,20241115,294.5,297,294,294,81
0GYM.L,20241115,185.35,187.1,184.9,185.05,1254
0GYQ.L,20241115,2.648,2.668,2.504,2.522,9203
0GZJ.L,20241115,13.35,13.35,13.35,13.35,1
0GZK.L,20241115,12.88,12.9,12.82,12.9,98
0GZV.L,20241115,185.175,185.85,180.5,181.75,37714
0GZX.L,20241115,103.425,107.3,102.95,106.7,12024
0H00.L,20241115,1.797,1.8435,1.785,1.821,318019
0H0G.L,20241115,167.65,167.65,162.3,164.5,5857
0H13.L,20241115,358.5,360.8,357.6,357.7,1905
0H14.L,20241115,6.71,6.76,6.71,6.76,4718
0H1C.L,20241115,367.7,368.35,362.7,363.05,34
0H2Z.L,20241115,84.1,84.28,82.84,83,14021
0H30.L,20241115,280.6,282,277.6,280.8,6631
0H38.L,20241115,11.42,11.42,11.24,11.24,1214
0H3Q.L,20241115,34.97,35.43,34.9,35.345,230607
0H3T.L,20241115,210.9,211,208.5,209.6,13374
0H4A.L,20241115,6.234,6.446,6.23,6.438,157899
0H59.L,20241115,43.305,44.08,43.19,43.735,278493
0H65.L,20241115,2.9425,2.999,2.855,2.9175,82142
0H6G.L,20241115,13.95,14.146,13.76,13.935,7288
0H6I.L,20241115,0.2361,0.2383,0.2333,0.236,53350890
0H6T.L,20241115,215.25,217.2,215.2,215.55,96130
0H6X.L,20241115,30.74,30.9,30.46,30.73,3776362
0H7D.L,20241115,15.824,16.11,15.814,16.029,354537
0H7I.L,20241115,22.855,23.98,22.855,23.955,182859
0H7O.L,20241115,7.454,7.6969,7.454,7.636,80216
0H9P.L,20241115,31.7,31.7,30.58,30.81,4432
0H9X.L,20241115,40.61,41.81,40.59,41.72,461710
0HA0.L,20241115,31.64,32.27,31.6,31.975,261982
0HA3.L,20241115,7.29,7.29,6.8675,6.92,320
0HA8.L,20241115,47.2,47.4,47,47.3,59
0HA9.L,20241115,16.18,16.56,16.06,16.56,279
0HAA.L,20241115,9.12,9.13,8.99,9.055,1723
0HAC.L,20241115,41.02,41.98,41.02,41.72,1910
0HAF.L,20241115,4.2195,4.266,4.2115,4.221,1153442
0HAG.L,20241115,40.03,40.21,39.88,39.885,418385
0HAH.L,20241115,13.9425,14.23,13.875,14.16,51063
0HAI.L,20241115,13.1775,13.395,13.1,13.3075,2719738
0HAL.L,20241115,204.25,205,197.33,198.65,882
0HAN.L,20241115,29.335,29.91,29.3,29.82,48348
0HAQ.L,20241115,186,186.3113,184.4282,184.5,87
0HAR.L,20241115,33.62,34.02,33.36,33.835,248724
0HAT.L,20241115,111.525,111.525,108.95,109.125,41798
0HAU.L,20241115,580,591.5,579.9,586.1,149235
0HAV.L,20241115,130,130,125.86,127.6445,1940
0HAZ.L,20241115,158.825,158.825,154.35,154.525,372841
0HB0.L,20241115,55.67,55.67,52.8465,53.5302,1816
0HB1.L,20241115,1.65,1.6952,1.5862,1.6,35188
0HB2.L,20241115,21.15,21.15,21,21.1,111
0HB4.L,20241115,32,32.05,31.28,31.4754,2681647
0HB5.L,20241115,59.305,60.395,59.17,60.095,1344325
0HB9.L,20241115,15.3219,15.3219,15.3052,15.3052,26172
0HBC.L,20241115,3.905,3.927,3.8835,3.8965,4420337
0HBF.L,20241115,14.4375,14.89,14.4,14.8825,173153
0HBH.L,20241115,316.74,317.5,314.0601,316.0601,840
0HBP.L,20241115,154.075,158.05,154.075,157.2,1753100
0HBQ.L,20241115,88.73,89.4816,86.82,87.4296,2933
0HBT.L,20241115,221.95,225.5,221.8,221.8,65669
0HBY.L,20241115,150.325,152.9,150,151.875,345471
0HC0.L,20241115,201.3,205,201.3,203.225,593304
0HCI.L,20241115,89.95,95.41,87.25,88.2,261717
0HCR.L,20241115,57.5104,57.952,56.55,57.79,649
0HCT.L,20241115,59.9295,60.98,59.51,60.88,1536
0HD9.L,20241115,10.862,10.862,10.862,10.862,4300
0HDJ.L,20241115,134.3,134.3,130,130.7,2666
0HDK.L,20241115,88.1,88.3,88.1,88.2,329
0HDP.L,20241115,217.4,218.2,217.4,217.4,210
0HDU.L,20241115,75.3,75.3,75.3,75.3,2
0HDY.L,20241115,35.15,35.34,33.84,34.0492,2472
0HE2.L,20241115,88.7,90.9129,88.7,90.79,546
0HE6.L,20241115,14.22,14.3,10.0945,10.0945,74503
0HFP.L,20241115,8.5,8.5,8.5,8.5,0
0HFR.L,20241115,8,8.0593,7.5092,7.5094,7502
0HG8.L,20241115,404.42,408.14,398.85,401.96,825
0HGC.L,20241115,22.7,23.2,22.3,22.3,9711
0HGR.L,20241115,273.55,273.55,266.496,266.496,28
0HHU.L,20241115,18.79,18.885,18.5588,18.8,2568
0HIT.L,20241115,13.085,13.485,13.085,13.155,200882
0HIY.L,20241115,12.91,13.4262,11.5272,12.025,2830
0HJF.L,20241115,303.9673,305.06,297.1599,297.9199,2264
0HJI.L,20241115,301.93,301.93,297.3291,297.8201,3155
0HJL.L,20241115,3155.05,3168.61,3102.92,3113.46,100
0HK4.L,20241115,106.1612,106.9189,101.14,101.1767,432
0HKE.L,20241115,601.91,601.91,594,597.4099,579
0HKF.L,20241115,96.5251,97.77,93.09,93.11,1920
0HL5.L,20241115,61.5,61.91,61.1264,61.36,2663
0HL8.L,20241115,2.35,2.42,2.35,2.4091,78170
0HLE.L,20241115,4.82,4.82,4.795,4.795,1203
0HLQ.L,20241115,77.609,78.42,76.75,78.1,4137
0HLU.L,20241115,2.498,2.5,2.45,2.45,1305
0HM0.L,20241115,78.8,79.9,78.8,79.9,616
0HMZ.L,20241115,59.61,60.5574,59.61,60.55,1494
0HN1.L,20241115,66.6642,66.78,65.96,66.78,399
0HN3.L,20241115,52.12,52.26,51.805,51.82,2405
0HNZ.L,20241115,18.58,18.66,18.52,18.52,1654
0HOB.L,20241115,59.1,59.81,59.1,59.81,527
0HOH.L,20241115,0.3503,0.3617,0.32,0.32,483288
0HOJ.L,20241115,96.1743,96.44,89.25,89.25,3348
0HOU.L,20241115,34.41,34.776,34.1592,34.3,4459
0HOY.L,20241115,87.195,87.6128,86.02,86.3624,8676
0HQN.L,20241115,199.3181,201.0034,197.51,200.095,865
0HQU.L,20241115,86.2905,89.2059,85.78,87.05,2281
0HQW.L,20241115,111.1889,111.5139,110.5831,110.6152,1818
0HRJ.L,20241115,35.56,35.6774,35.0008,35.075,8218
0HRR.L,20241115,18.85,19.1224,18.76,19.1224,1071
0HRZ.L,20241115,25.73,26.1365,25.51,25.525,4486
0HT4.L,20241115,183,185.97,182.96,184.22,4889
0HTF.L,20241115,567,583,567,583,539
0HTP.L,20241115,272.75,276.1,271.1,272.8,388239
0HTZ.L,20241115,18.6839,18.6839,18.6839,18.6839,111
0HV2.L,20241115,2025,2051,2021,2037.5,16555
0HV8.L,20241115,72.8,73.1568,72.5,72.5,452
0HVB.L,20241115,58.728,59.1607,57.29,57.48,10146
0HVF.L,20241115,29.95,30.46,29.95,30.455,1107
0HVP.L,20241115,8.58,8.6967,8.395,8.5106,30660
0HW0.L,20241115,1.41,1.418,1.41,1.418,22927
0HW4.L,20241115,395.8261,397.24,387.8124,390.91,21036
0HWG.L,20241115,19.1534,19.16,18.8124,18.93,430
0HX1.L,20241115,1.975,1.975,1.975,1.975,52
0HX7.L,20241115,1.035,1.035,0.93,0.93,13074
0HXB.L,20241115,17.49,17.76,17.38,17.625,346993
0HY2.L,20241115,10.64,10.64,10.64,10.64,9
0HYI.L,20241115,100.75,101.7201,99.7,100.04,279
0HYP.L,20241115,46.818,46.9629,46.2178,46.25,1396
0HZC.L,20241115,69.025,69.4,68.75,68.95,6562
0HZD.L,20241115,92.3,93.45,91.95,92.35,2623
0I0B.L,20241115,0.8803,0.8803,0.8803,0.8803,50
0I0H.L,20241115,11.53,11.5858,10.968,11.01,6740
0I0T.L,20241115,1215.01,1215.01,1180.04,1191.665,109
0I14.L,20241115,40.49,40.49,39.8288,39.9576,513
0I1W.L,20241115,231.06,234.0734,230.16,231.0904,2139
0I3G.L,20241115,8.1236,8.2141,7.995,7.995,10853
0I3I.L,20241115,100.7063,100.9482,98.9619,99.4495,667
0I3Q.L,20241115,55.11,55.11,52.2285,52.2285,895
0I3Z.L,20241115,19.775,19.925,19.62,19.925,97
0I47.L,20241115,916.81,919.29,905.4,909,2405
0I4Q.L,20241115,7.475,7.53,6.88,6.8999,93612
0I4X.L,20241115,89.7152,90.2436,89.54,89.88,187
0I50.L,20241115,59.37,59.93,36.3,36.3,3077
0I5O.L,20241115,280,282.5,280,282.5,2424
0I5Z.L,20241115,55.8736,55.8736,53.93,53.93,153
0I6Q.L,20241115,119.8809,120.43,119.0975,119.81,417
0I77.L,20241115,167.5,169.1056,166.45,166.77,320
0I8Y.L,20241115,43.18,43.42,43.08,43.32,4087
0I9L.L,20241115,91.402,91.715,87.81,87.83,1444
0IA2.L,20241115,174.065,174.5752,168.99,168.99,20682
0IAH.L,20241115,134.85,135.75,134.65,134.825,58001
0IAX.L,20241115,190.9,193,186.6,192.35,1974
0IB0.L,20241115,76.875,78.5,76,77.725,10269
0IB6.L,20241115,39.895,39.92,38.585,38.6,4098
0IB8.L,20241115,40.582,41.108,39.34,39.34,1282
0ICP.L,20241115,203.0354,203.0786,201.33,201.4108,2675
0ICU.L,20241115,9.205,9.3191,9.19,9.216,402
0IDA.L,20241115,12.917,13.19,12.1726,12.261,11291
0IDU.L,20241115,42.8,43.41,42.45,42.72,6465
0IE9.L,20241115,14.29,14.42,14.28,14.29,45
0IFM.L,20241115,5.24,5.37,5.24,5.3221,45
0IFR.L,20241115,0.745,0.745,0.745,0.745,1313
0IGA.L,20241115,9,9.09,7.9404,7.97,19855
0IGF.L,20241115,115.05,115.05,111.9,112.05,25631
0IH3.L,20241115,0.53,0.535,0.53,0.53,3923
0IH4.L,20241115,31.5,31.5,31.5,31.5,0
0IHM.L,20241115,213,219,202.55,202.55,168863
0IHP.L,20241115,147.84,149.37,147.11,148.98,1190
0IHQ.L,20241115,66.8,66.8,65.4,65.4,0
0IHV.L,20241115,1.02,1.04,1.02,1.04,19846
0II2.L,20241115,49.07,49.39,48.98,49.105,8337
0II4.L,20241115,898.12,903.0755,887,897.94,4667
0IID.L,20241115,7.93,7.9692,7.93,7.9608,362
0IIF.L,20241115,9.149,9.22,9.032,9.064,1661556
0IIH.L,20241115,220.2,224.75,219.55,223.3,349152
0IIM.L,20241115,2.085,2.1484,2.0288,2.035,20164
0IIO.L,20241115,10.84,10.84,10.4254,10.4254,10629
0IJO.L,20241115,34.97,35.1,34.0863,34.7236,13527
0IJV.L,20241115,161.8,165.01,161.8,165.01,4295
0IJW.L,20241115,16.0715,16.0715,15.678,15.678,1962
0IKJ.L,20241115,18.065,18.235,17.99,18.06,17780
0IKW.L,20241115,81.895,82.1906,81.57,81.67,5485
0IL0.L,20241115,3.05,3.25,3,3.23,18113
0ILI.L,20241115,24.41,24.41,24.08,24.08,3605
0ILL.L,20241115,63.45,63.45,61.7,62,5104
0ILW.L,20241115,87.88,88.51,87.0535,87.91,3030
0IN2.L,20241115,64.775,65.05,64.45,64.575,11653
0IN3.L,20241115,15.41,15.41,15.36,15.38,26
0INB.L,20241115,24.5775,25.18,24.155,24.1775,1454810
0IO2.L,20241115,62.1123,62.1123,61.1994,61.21,1670
0IP9.L,20241115,209.26,211.19,209.14,210.72,7898
0IPD.L,20241115,89.3477,89.3477,87.19,88.69,151
0IPY.L,20241115,44.4,44.6,44.4,44.6,22
